,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
631,Either Tuppence or Sheng Lee is a supervisor,Tuppence is a supervisor,0.583,0.352,0.065,entailment,Sheng Lee is a supervisor,0.852,0.110,0.038,entailment,0.537,Either Sheng Lee or Tuppence is a supervisor,Tuppence is a supervisor,0.801,0.165,0.034,entailment,Sheng Lee is a supervisor,0.793,0.131,0.076,entailment,0.083,0.435,0.118,0.553
632,Either Laquisha or LeBron is a chef,Laquisha is a chef,0.747,0.195,0.058,entailment,LeBron is a chef,0.734,0.131,0.136,entailment,0.156,Either LeBron or Laquisha is a chef,Laquisha is a chef,0.737,0.208,0.054,entailment,LeBron is a chef,0.672,0.222,0.106,entailment,0.131,0.027,0.182,0.209
633,Either Beyonce or Cole is an entrepreneur,Beyonce is an entrepreneur,0.681,0.247,0.073,entailment,Cole is an entrepreneur,0.538,0.285,0.176,entailment,0.285,Either Cole or Beyonce is an entrepreneur,Beyonce is an entrepreneur,0.629,0.249,0.121,entailment,Cole is an entrepreneur,0.610,0.245,0.145,entailment,0.048,0.103,0.143,0.246
634,Either Abigail or Kevin is a prosecutor,Abigail is a prosecutor,0.565,0.335,0.100,entailment,Kevin is a prosecutor,0.822,0.111,0.067,entailment,0.515,Either Kevin or Abigail is a prosecutor,Abigail is a prosecutor,0.705,0.213,0.082,entailment,Kevin is a prosecutor,0.599,0.241,0.160,entailment,0.212,0.280,0.447,0.727
635,Either Candace or Timmy is a manager,Candace is a manager,0.811,0.139,0.050,entailment,Timmy is a manager,0.764,0.121,0.114,entailment,0.129,Either Timmy or Candace is a manager,Candace is a manager,0.790,0.141,0.069,entailment,Timmy is a manager,0.633,0.182,0.185,entailment,0.313,0.044,0.263,0.306
636,Either Marianne or Rocco is a laborer,Marianne is a laborer,0.844,0.132,0.024,entailment,Rocco is a laborer,0.812,0.138,0.049,entailment,0.063,Either Rocco or Marianne is a laborer,Marianne is a laborer,0.826,0.134,0.041,entailment,Rocco is a laborer,0.882,0.082,0.036,entailment,0.113,0.036,0.140,0.176
637,Either Ruby or Shane is an attendant,Ruby is an attendant,0.702,0.222,0.076,entailment,Shane is an attendant,0.621,0.244,0.134,entailment,0.162,Either Shane or Ruby is an attendant,Ruby is an attendant,0.656,0.254,0.090,entailment,Shane is an attendant,0.741,0.169,0.090,entailment,0.171,0.093,0.239,0.332
638,Either Beth or DeShawn is a coach,Beth is a coach,0.626,0.280,0.095,entailment,DeShawn is a coach,0.704,0.192,0.104,entailment,0.175,Either DeShawn or Beth is a coach,Beth is a coach,0.696,0.222,0.083,entailment,DeShawn is a coach,0.660,0.224,0.115,entailment,0.071,0.140,0.088,0.228
639,Either Maggie or Dylan is an army,Maggie is an army,0.442,0.363,0.195,entailment,Dylan is an army,0.515,0.299,0.186,entailment,0.147,Either Dylan or Maggie is an army,Maggie is an army,0.436,0.323,0.241,entailment,Dylan is an army,0.478,0.327,0.195,entailment,0.092,0.092,0.074,0.166
640,Either Megan or Shane is a hairdresser,Megan is a hairdresser,0.642,0.318,0.040,entailment,Shane is a hairdresser,0.838,0.132,0.030,entailment,0.393,Either Shane or Megan is a hairdresser,Megan is a hairdresser,0.740,0.213,0.047,entailment,Shane is a hairdresser,0.808,0.146,0.046,entailment,0.135,0.209,0.061,0.270
641,Either Janet or Timmy is a handyman,Janet is a handyman,0.759,0.204,0.037,entailment,Timmy is a handyman,0.672,0.255,0.074,entailment,0.175,Either Timmy or Janet is a handyman,Janet is a handyman,0.731,0.217,0.052,entailment,Timmy is a handyman,0.596,0.320,0.085,entailment,0.271,0.056,0.152,0.208
642,Either Ebony or Cody is a construction worker,Ebony is a construction worker,0.879,0.100,0.021,entailment,Cody is a construction worker,0.925,0.055,0.020,entailment,0.092,Either Cody or Ebony is a construction worker,Ebony is a construction worker,0.869,0.107,0.024,entailment,Cody is a construction worker,0.936,0.050,0.013,entailment,0.136,0.021,0.022,0.043
643,Either Lily or Aaron is a swimmer,Lily is a swimmer,0.582,0.371,0.047,entailment,Aaron is a swimmer,0.499,0.421,0.081,entailment,0.167,Either Aaron or Lily is a swimmer,Lily is a swimmer,0.534,0.401,0.066,entailment,Aaron is a swimmer,0.404,0.473,0.123,neutral,0.259,0.097,0.189,0.286
644,Either Yolanda or Chen Wu is a secretary,Yolanda is a secretary,0.646,0.297,0.057,entailment,Chen Wu is a secretary,0.902,0.072,0.026,entailment,0.511,Either Chen Wu or Yolanda is a secretary,Yolanda is a secretary,0.699,0.242,0.058,entailment,Chen Wu is a secretary,0.858,0.106,0.036,entailment,0.316,0.109,0.088,0.197
645,Either Veronica or Trevon is a composer,Veronica is a composer,0.693,0.210,0.097,entailment,Trevon is a composer,0.638,0.232,0.131,entailment,0.110,Either Trevon or Veronica is a composer,Veronica is a composer,0.677,0.206,0.117,entailment,Trevon is a composer,0.684,0.219,0.097,entailment,0.039,0.038,0.094,0.132
646,Either Camille or Carlos is a magician,Camille is a magician,0.434,0.475,0.091,neutral,Carlos is a magician,0.723,0.224,0.053,entailment,0.578,Either Carlos or Camille is a magician,Camille is a magician,0.510,0.405,0.085,entailment,Carlos is a magician,0.550,0.356,0.094,entailment,0.098,0.152,0.346,0.497
647,Either Heather or Jorge is a director,Heather is a director,0.571,0.264,0.165,entailment,Jorge is a director,0.735,0.148,0.117,entailment,0.328,Either Jorge or Heather is a director,Heather is a director,0.434,0.318,0.248,entailment,Jorge is a director,0.766,0.151,0.083,entailment,0.664,0.274,0.068,0.342
648,Either Kassandra or Robert is an accountant,Kassandra is an accountant,0.676,0.290,0.034,entailment,Robert is an accountant,0.813,0.133,0.054,entailment,0.315,Either Robert or Kassandra is an accountant,Kassandra is an accountant,0.664,0.293,0.044,entailment,Robert is an accountant,0.667,0.267,0.066,entailment,0.052,0.024,0.293,0.318
649,Either Shannon or Edward is a handyman,Shannon is a handyman,0.711,0.226,0.063,entailment,Edward is a handyman,0.616,0.314,0.070,entailment,0.189,Either Edward or Shannon is a handyman,Shannon is a handyman,0.690,0.259,0.051,entailment,Edward is a handyman,0.362,0.531,0.106,neutral,0.655,0.064,0.507,0.572
650,Either Katherine or Jose is a tailor,Katherine is a tailor,0.425,0.462,0.113,neutral,Jose is a tailor,0.844,0.102,0.054,entailment,0.839,Either Jose or Katherine is a tailor,Katherine is a tailor,0.553,0.311,0.136,entailment,Jose is a tailor,0.603,0.239,0.158,entailment,0.144,0.302,0.482,0.784
651,Either Jenny or Jones is a banker,Jenny is a banker,0.590,0.345,0.065,entailment,Jones is a banker,0.368,0.539,0.093,neutral,0.443,Either Jones or Jenny is a banker,Jenny is a banker,0.662,0.259,0.079,entailment,Jones is a banker,0.468,0.432,0.100,entailment,0.388,0.172,0.213,0.385
652,Either Jenny or Sidney is an executive,Jenny is an executive,0.507,0.434,0.059,entailment,Sidney is an executive,0.609,0.334,0.057,entailment,0.204,Either Sidney or Jenny is an executive,Jenny is an executive,0.623,0.318,0.059,entailment,Sidney is an executive,0.675,0.263,0.062,entailment,0.110,0.232,0.142,0.375
653,Either Susie or Ramon is a coach,Susie is a coach,0.601,0.279,0.120,entailment,Ramon is a coach,0.846,0.108,0.046,entailment,0.490,Either Ramon or Susie is a coach,Susie is a coach,0.689,0.193,0.117,entailment,Ramon is a coach,0.808,0.143,0.049,entailment,0.237,0.176,0.077,0.253
654,Either Shelly or Louis is an accountant,Shelly is an accountant,0.714,0.251,0.035,entailment,Louis is an accountant,0.816,0.154,0.030,entailment,0.205,Either Louis or Shelly is an accountant,Shelly is an accountant,0.758,0.194,0.048,entailment,Louis is an accountant,0.772,0.196,0.032,entailment,0.031,0.116,0.089,0.204
655,Either Jenna or Won Lee is a dealer,Jenna is a dealer,0.616,0.310,0.074,entailment,Won Lee is a dealer,0.846,0.106,0.047,entailment,0.461,Either Won Lee or Jenna is a dealer,Jenna is a dealer,0.666,0.260,0.075,entailment,Won Lee is a dealer,0.887,0.085,0.028,entailment,0.443,0.100,0.082,0.182
656,Either Susie or Mack is an academic,Susie is an academic,0.475,0.470,0.054,entailment,Mack is an academic,0.578,0.373,0.049,entailment,0.206,Either Mack or Susie is an academic,Susie is an academic,0.445,0.472,0.083,neutral,Mack is an academic,0.597,0.340,0.063,entailment,0.305,0.061,0.067,0.127
657,Either Kathy or Jaleel is a performing artist,Kathy is a performing artist,0.731,0.159,0.110,entailment,Jaleel is a performing artist,0.764,0.154,0.082,entailment,0.064,Either Jaleel or Kathy is a performing artist,Kathy is a performing artist,0.678,0.173,0.149,entailment,Jaleel is a performing artist,0.835,0.108,0.057,entailment,0.314,0.107,0.142,0.249
658,Either Barbara or John is a scientist,Barbara is a scientist,0.396,0.527,0.077,neutral,John is a scientist,0.260,0.601,0.139,neutral,0.271,Either John or Barbara is a scientist,Barbara is a scientist,0.365,0.558,0.077,neutral,John is a scientist,0.257,0.647,0.096,neutral,0.216,0.062,0.091,0.153
659,Either Ebony or Jamie is a comedian,Ebony is a comedian,0.744,0.207,0.049,entailment,Jamie is a comedian,0.714,0.162,0.124,entailment,0.149,Either Jamie or Ebony is a comedian,Ebony is a comedian,0.771,0.185,0.043,entailment,Jamie is a comedian,0.633,0.216,0.151,entailment,0.277,0.054,0.163,0.217
660,Either Marianne or James is a composer,Marianne is a composer,0.732,0.221,0.046,entailment,James is a composer,0.524,0.327,0.149,entailment,0.417,Either James or Marianne is a composer,Marianne is a composer,0.661,0.265,0.074,entailment,James is a composer,0.578,0.287,0.135,entailment,0.166,0.142,0.108,0.251
661,Either Heather or Brady is a physicist,Heather is a physicist,0.621,0.262,0.117,entailment,Brady is a physicist,0.743,0.188,0.068,entailment,0.245,Either Brady or Heather is a physicist,Heather is a physicist,0.548,0.322,0.130,entailment,Brady is a physicist,0.719,0.205,0.076,entailment,0.341,0.146,0.049,0.195
662,Either Katherine or Lars is an actor,Katherine is an actor,0.582,0.296,0.122,entailment,Lars is an actor,0.660,0.256,0.084,entailment,0.156,Either Lars or Katherine is an actor,Katherine is an actor,0.552,0.308,0.140,entailment,Lars is an actor,0.785,0.157,0.058,entailment,0.466,0.060,0.249,0.309
663,Either Maggie or Malik is a builder,Maggie is a builder,0.663,0.252,0.086,entailment,Malik is a builder,0.851,0.121,0.028,entailment,0.376,Either Malik or Maggie is a builder,Maggie is a builder,0.813,0.132,0.056,entailment,Malik is a builder,0.779,0.183,0.039,entailment,0.102,0.300,0.144,0.444
664,Either Monica or Ronnie is a cleaner,Monica is a cleaner,0.365,0.522,0.113,neutral,Ronnie is a cleaner,0.355,0.516,0.129,neutral,0.033,Either Ronnie or Monica is a cleaner,Monica is a cleaner,0.288,0.601,0.111,neutral,Ronnie is a cleaner,0.400,0.485,0.115,neutral,0.232,0.157,0.091,0.248
665,Either Olga or Denny is a supervisor,Olga is a supervisor,0.842,0.113,0.045,entailment,Denny is a supervisor,0.817,0.114,0.069,entailment,0.050,Either Denny or Olga is a supervisor,Olga is a supervisor,0.743,0.176,0.081,entailment,Denny is a supervisor,0.727,0.164,0.109,entailment,0.056,0.198,0.180,0.378
666,Either Jennifer or Cody is an airman,Jennifer is an airman,0.261,0.648,0.091,neutral,Cody is an airman,0.450,0.490,0.060,neutral,0.379,Either Cody or Jennifer is an airman,Jennifer is an airman,0.371,0.558,0.072,neutral,Cody is an airman,0.303,0.590,0.107,neutral,0.135,0.220,0.294,0.515
667,Either Tasha or Thorn is a plumber,Tasha is a plumber,0.799,0.180,0.022,entailment,Thorn is a plumber,0.865,0.110,0.025,entailment,0.140,Either Thorn or Tasha is a plumber,Tasha is a plumber,0.864,0.124,0.012,entailment,Thorn is a plumber,0.800,0.157,0.043,entailment,0.128,0.131,0.130,0.261
668,Either Phoebe or Cole is a performing artist,Phoebe is a performing artist,0.799,0.137,0.065,entailment,Cole is a performing artist,0.752,0.152,0.096,entailment,0.094,Either Cole or Phoebe is a performing artist,Phoebe is a performing artist,0.607,0.240,0.153,entailment,Cole is a performing artist,0.785,0.134,0.082,entailment,0.356,0.383,0.066,0.449
669,Either Camille or Won Lee is a sheriff,Camille is a sheriff,0.568,0.300,0.132,entailment,Won Lee is a sheriff,0.880,0.080,0.040,entailment,0.624,Either Won Lee or Camille is a sheriff,Camille is a sheriff,0.742,0.191,0.067,entailment,Won Lee is a sheriff,0.794,0.139,0.067,entailment,0.106,0.348,0.171,0.519
670,Either Dawn or Lamar is an author,Dawn is an author,0.894,0.072,0.034,entailment,Lamar is an author,0.785,0.125,0.089,entailment,0.217,Either Lamar or Dawn is an author,Dawn is an author,0.765,0.131,0.104,entailment,Lamar is an author,0.803,0.112,0.085,entailment,0.077,0.258,0.036,0.294
671,Either Amy or Tom is a sociologist,Amy is a sociologist,0.302,0.517,0.181,neutral,Tom is a sociologist,0.485,0.372,0.143,entailment,0.365,Either Tom or Amy is a sociologist,Amy is a sociologist,0.302,0.551,0.147,neutral,Tom is a sociologist,0.412,0.392,0.196,entailment,0.318,0.069,0.145,0.214
672,Either Naomi or Chen Wee is a professor,Naomi is a professor,0.569,0.282,0.149,entailment,Chen Wee is a professor,0.878,0.065,0.056,entailment,0.619,Either Chen Wee or Naomi is a professor,Naomi is a professor,0.752,0.153,0.095,entailment,Chen Wee is a professor,0.878,0.065,0.057,entailment,0.253,0.366,0.001,0.367
673,Either Monica or Lamar is a secretary,Monica is a secretary,0.703,0.172,0.125,entailment,Lamar is a secretary,0.690,0.186,0.124,entailment,0.028,Either Lamar or Monica is a secretary,Monica is a secretary,0.576,0.201,0.223,entailment,Lamar is a secretary,0.742,0.172,0.086,entailment,0.332,0.253,0.103,0.356
674,Either Julie or Brady is a drawer,Julie is a drawer,0.731,0.136,0.133,entailment,Brady is a drawer,0.501,0.235,0.264,entailment,0.460,Either Brady or Julie is a drawer,Julie is a drawer,0.507,0.215,0.278,entailment,Brady is a drawer,0.648,0.186,0.166,entailment,0.283,0.448,0.294,0.743
675,Either Shiloh or John is a receptionist,Shiloh is a receptionist,0.884,0.084,0.033,entailment,John is a receptionist,0.818,0.100,0.081,entailment,0.131,Either John or Shiloh is a receptionist,Shiloh is a receptionist,0.880,0.087,0.033,entailment,John is a receptionist,0.771,0.125,0.104,entailment,0.217,0.008,0.094,0.101
676,Either Janet or James is an academic,Janet is an academic,0.435,0.482,0.083,neutral,James is an academic,0.339,0.579,0.082,neutral,0.193,Either James or Janet is an academic,Janet is an academic,0.413,0.502,0.085,neutral,James is an academic,0.406,0.479,0.115,neutral,0.060,0.043,0.199,0.242
677,Either Emily or Fred is a chess player,Emily is a chess player,0.679,0.219,0.102,entailment,Fred is a chess player,0.713,0.215,0.072,entailment,0.069,Either Fred or Emily is a chess player,Emily is a chess player,0.474,0.321,0.204,entailment,Fred is a chess player,0.567,0.320,0.113,entailment,0.185,0.409,0.292,0.701
678,Either Wendy or Malik is a journalist,Wendy is a journalist,0.622,0.294,0.084,entailment,Malik is a journalist,0.727,0.195,0.078,entailment,0.209,Either Malik or Wendy is a journalist,Wendy is a journalist,0.704,0.227,0.069,entailment,Malik is a journalist,0.666,0.246,0.089,entailment,0.077,0.165,0.121,0.286
679,Either Shaniqua or Jimmy is a driver,Shaniqua is a driver,0.747,0.211,0.042,entailment,Jimmy is a driver,0.742,0.192,0.066,entailment,0.047,Either Jimmy or Shaniqua is a driver,Shaniqua is a driver,0.720,0.212,0.069,entailment,Jimmy is a driver,0.559,0.333,0.109,entailment,0.322,0.055,0.367,0.422
680,Either Cynthia or Chen Wee is an author,Cynthia is an author,0.706,0.219,0.075,entailment,Chen Wee is an author,0.810,0.114,0.076,entailment,0.211,Either Chen Wee or Cynthia is an author,Cynthia is an author,0.785,0.150,0.064,entailment,Chen Wee is an author,0.856,0.081,0.063,entailment,0.141,0.159,0.092,0.251
681,Either Anna or Rajeev is a mathematician,Anna is a mathematician,0.467,0.490,0.044,neutral,Rajeev is a mathematician,0.673,0.284,0.043,entailment,0.412,Either Rajeev or Anna is a mathematician,Anna is a mathematician,0.458,0.493,0.050,neutral,Rajeev is a mathematician,0.667,0.297,0.036,entailment,0.418,0.018,0.026,0.045
682,Either Kia or Ron is a tailor,Kia is a tailor,0.687,0.268,0.044,entailment,Ron is a tailor,0.733,0.222,0.045,entailment,0.093,Either Ron or Kia is a tailor,Kia is a tailor,0.686,0.263,0.051,entailment,Ron is a tailor,0.548,0.355,0.097,entailment,0.276,0.014,0.369,0.383
683,Either Ellen or Jamie is an administrator,Ellen is an administrator,0.462,0.373,0.165,entailment,Jamie is an administrator,0.485,0.309,0.206,entailment,0.128,Either Jamie or Ellen is an administrator,Ellen is an administrator,0.407,0.445,0.148,neutral,Jamie is an administrator,0.291,0.344,0.366,contradiction,0.436,0.144,0.389,0.533
684,Either Shelly or Cazar is a musician,Shelly is a musician,0.659,0.276,0.065,entailment,Cazar is a musician,0.806,0.168,0.026,entailment,0.293,Either Cazar or Shelly is a musician,Shelly is a musician,0.734,0.201,0.065,entailment,Cazar is a musician,0.834,0.142,0.024,entailment,0.200,0.151,0.056,0.207
685,Either Joanne or Thorn is a commander,Joanne is a commander,0.531,0.358,0.111,entailment,Thorn is a commander,0.525,0.303,0.172,entailment,0.123,Either Thorn or Joanne is a commander,Joanne is a commander,0.689,0.251,0.059,entailment,Thorn is a commander,0.565,0.243,0.192,entailment,0.265,0.317,0.120,0.437
686,Either Joanne or Edward is a counselor,Joanne is a counselor,0.755,0.210,0.036,entailment,Edward is a counselor,0.830,0.116,0.053,entailment,0.186,Either Edward or Joanne is a counselor,Joanne is a counselor,0.779,0.183,0.038,entailment,Edward is a counselor,0.682,0.214,0.104,entailment,0.194,0.054,0.296,0.351
687,Either Tessa or Andrew is an agent,Tessa is an agent,0.477,0.437,0.086,entailment,Andrew is an agent,0.754,0.198,0.049,entailment,0.554,Either Andrew or Tessa is an agent,Tessa is an agent,0.464,0.432,0.104,entailment,Andrew is an agent,0.637,0.263,0.100,entailment,0.347,0.036,0.233,0.268
688,Either Craig or Ming is a hairdresser,Craig is a hairdresser,0.697,0.215,0.088,entailment,Ming is a hairdresser,0.880,0.099,0.021,entailment,0.366,Either Ming or Craig is a hairdresser,Craig is a hairdresser,0.900,0.080,0.020,entailment,Ming is a hairdresser,0.900,0.078,0.021,entailment,0.004,0.406,0.041,0.448
689,Either Jenny or Micheal is a janitor,Jenny is a janitor,0.744,0.191,0.065,entailment,Micheal is a janitor,0.843,0.126,0.031,entailment,0.197,Either Micheal or Jenny is a janitor,Jenny is a janitor,0.866,0.085,0.049,entailment,Micheal is a janitor,0.918,0.067,0.015,entailment,0.104,0.244,0.150,0.394
