,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
557,Neither Shelly or Treyvone is a prosecutor,Shelly is not a prosecutor,0.849,0.087,0.064,entailment,Treyvone is not a prosecutor,0.853,0.085,0.063,entailment,0.007,Neither Treyvone or Shelly is a prosecutor,Shelly is not a prosecutor,0.681,0.100,0.219,entailment,Treyvone is not a prosecutor,0.861,0.087,0.052,entailment,0.360,0.336,0.021,0.357
558,Neither Julie or LeBron is an employment,Julie is not an employment,0.891,0.084,0.025,entailment,LeBron is not an employment,0.883,0.074,0.043,entailment,0.036,Neither LeBron or Julie is an employment,Julie is not an employment,0.790,0.151,0.059,entailment,LeBron is not an employment,0.935,0.055,0.011,entailment,0.290,0.202,0.104,0.306
559,Neither Monica or Sheng Lee is a designer,Monica is not a designer,0.828,0.112,0.060,entailment,Sheng Lee is not a designer,0.605,0.103,0.292,entailment,0.465,Neither Sheng Lee or Monica is a designer,Monica is not a designer,0.798,0.115,0.088,entailment,Sheng Lee is not a designer,0.812,0.092,0.097,entailment,0.046,0.061,0.413,0.475
560,Neither Olga or Ramon is a surgeon,Olga is not a surgeon,0.730,0.144,0.126,entailment,Ramon is not a surgeon,0.678,0.120,0.201,entailment,0.150,Neither Ramon or Olga is a surgeon,Olga is not a surgeon,0.642,0.151,0.207,entailment,Ramon is not a surgeon,0.768,0.140,0.091,entailment,0.252,0.175,0.220,0.394
561,Neither Sharon or Brady is a mathematician,Sharon is not a mathematician,0.860,0.115,0.025,entailment,Brady is not a mathematician,0.818,0.145,0.037,entailment,0.085,Neither Brady or Sharon is a mathematician,Sharon is not a mathematician,0.859,0.103,0.038,entailment,Brady is not a mathematician,0.846,0.132,0.022,entailment,0.058,0.026,0.057,0.083
562,Neither Maggie or Adrin is a tennis player,Maggie is not a tennis player,0.852,0.102,0.046,entailment,Adrin is not a tennis player,0.816,0.090,0.094,entailment,0.096,Neither Adrin or Maggie is a tennis player,Maggie is not a tennis player,0.866,0.083,0.051,entailment,Adrin is not a tennis player,0.869,0.072,0.059,entailment,0.022,0.039,0.106,0.145
563,Neither Barbara or Cazar is an accountant,Barbara is not an accountant,0.839,0.118,0.043,entailment,Cazar is not an accountant,0.687,0.168,0.144,entailment,0.303,Neither Cazar or Barbara is an accountant,Barbara is not an accountant,0.799,0.133,0.068,entailment,Cazar is not an accountant,0.762,0.147,0.092,entailment,0.075,0.079,0.149,0.228
564,Neither Sharon or Terrell is a mechanic,Sharon is not a mechanic,0.917,0.064,0.019,entailment,Terrell is not a mechanic,0.870,0.100,0.030,entailment,0.094,Neither Terrell or Sharon is a mechanic,Sharon is not a mechanic,0.880,0.074,0.046,entailment,Terrell is not a mechanic,0.908,0.076,0.016,entailment,0.060,0.074,0.076,0.150
565,Neither Shelly or Vince is an accountant,Shelly is not an accountant,0.793,0.120,0.088,entailment,Vince is not an accountant,0.860,0.093,0.047,entailment,0.135,Neither Vince or Shelly is an accountant,Shelly is not an accountant,0.575,0.164,0.260,entailment,Vince is not an accountant,0.902,0.079,0.019,entailment,0.653,0.435,0.082,0.517
566,Neither Janice or Chen Wu is a composer,Janice is not a composer,0.790,0.143,0.067,entailment,Chen Wu is not a composer,0.845,0.077,0.078,entailment,0.131,Neither Chen Wu or Janice is a composer,Janice is not a composer,0.741,0.132,0.128,entailment,Chen Wu is not a composer,0.870,0.078,0.052,entailment,0.258,0.120,0.051,0.171
567,Neither Becky or John is a dentist,Becky is not a dentist,0.879,0.076,0.045,entailment,John is not a dentist,0.827,0.078,0.095,entailment,0.103,Neither John or Becky is a dentist,Becky is not a dentist,0.768,0.112,0.120,entailment,John is not a dentist,0.894,0.084,0.021,entailment,0.253,0.222,0.148,0.370
568,Neither Judy or Billy is a commander,Judy is not a commander,0.905,0.078,0.016,entailment,Billy is not a commander,0.846,0.087,0.066,entailment,0.118,Neither Billy or Judy is a commander,Judy is not a commander,0.830,0.120,0.050,entailment,Billy is not a commander,0.914,0.067,0.019,entailment,0.168,0.151,0.135,0.287
569,Neither Bai or Won Lee is an army,Bai is not an army,0.839,0.142,0.020,entailment,Won Lee is not an army,0.879,0.095,0.027,entailment,0.094,Neither Won Lee or Bai is an army,Bai is not an army,0.801,0.167,0.032,entailment,Won Lee is not an army,0.889,0.090,0.020,entailment,0.176,0.074,0.021,0.096
570,Neither Liz or Lamar is a prosecutor,Liz is not a prosecutor,0.849,0.100,0.051,entailment,Lamar is not a prosecutor,0.827,0.103,0.069,entailment,0.044,Neither Lamar or Liz is a prosecutor,Liz is not a prosecutor,0.738,0.133,0.129,entailment,Lamar is not a prosecutor,0.878,0.100,0.022,entailment,0.280,0.222,0.102,0.324
571,Neither Marianne or DeShawn is a musician,Marianne is not a musician,0.835,0.084,0.081,entailment,DeShawn is not a musician,0.758,0.101,0.141,entailment,0.155,Neither DeShawn or Marianne is a musician,Marianne is not a musician,0.869,0.067,0.065,entailment,DeShawn is not a musician,0.819,0.081,0.100,entailment,0.100,0.066,0.122,0.188
572,Neither Jenna or Mack is a clerk,Jenna is not a clerk,0.857,0.082,0.062,entailment,Mack is not a clerk,0.793,0.118,0.089,entailment,0.128,Neither Mack or Jenna is a clerk,Jenna is not a clerk,0.775,0.090,0.135,entailment,Mack is not a clerk,0.868,0.089,0.043,entailment,0.186,0.163,0.150,0.314
573,Neither Tanisha or Sam is a soldier,Tanisha is not a soldier,0.838,0.101,0.061,entailment,Sam is not a soldier,0.800,0.124,0.076,entailment,0.077,Neither Sam or Tanisha is a soldier,Tanisha is not a soldier,0.769,0.100,0.131,entailment,Sam is not a soldier,0.876,0.091,0.032,entailment,0.214,0.138,0.153,0.291
574,Neither Candice or DeShawn is a librarian,Candice is not a librarian,0.805,0.108,0.088,entailment,DeShawn is not a librarian,0.755,0.094,0.151,entailment,0.127,Neither DeShawn or Candice is a librarian,Candice is not a librarian,0.782,0.115,0.103,entailment,DeShawn is not a librarian,0.838,0.072,0.090,entailment,0.111,0.046,0.165,0.211
575,Neither Grace or LeShawn is a servant,Grace is not a servant,0.805,0.130,0.065,entailment,LeShawn is not a servant,0.717,0.116,0.167,entailment,0.206,Neither LeShawn or Grace is a servant,Grace is not a servant,0.754,0.153,0.092,entailment,LeShawn is not a servant,0.827,0.100,0.073,entailment,0.146,0.102,0.221,0.323
576,Neither Anne or Joey is an actor,Anne is not an actor,0.904,0.070,0.026,entailment,Joey is not an actor,0.837,0.093,0.071,entailment,0.135,Neither Joey or Anne is an actor,Anne is not an actor,0.824,0.099,0.078,entailment,Joey is not an actor,0.915,0.060,0.025,entailment,0.182,0.162,0.156,0.317
577,Neither Janice or Ramirez is an inspector,Janice is not an inspector,0.828,0.126,0.047,entailment,Ramirez is not an inspector,0.835,0.103,0.061,entailment,0.045,Neither Ramirez or Janice is an inspector,Janice is not an inspector,0.783,0.135,0.082,entailment,Ramirez is not an inspector,0.884,0.083,0.032,entailment,0.203,0.089,0.098,0.187
578,Neither Olga or Tim is an inspector,Olga is not an inspector,0.821,0.114,0.065,entailment,Tim is not an inspector,0.857,0.087,0.056,entailment,0.074,Neither Tim or Olga is an inspector,Olga is not an inspector,0.730,0.137,0.134,entailment,Tim is not an inspector,0.907,0.075,0.018,entailment,0.353,0.182,0.098,0.280
579,Neither Lily or LeShawn is a guard,Lily is not a guard,0.839,0.107,0.054,entailment,LeShawn is not a guard,0.790,0.097,0.113,entailment,0.118,Neither LeShawn or Lily is a guard,Lily is not a guard,0.797,0.111,0.091,entailment,LeShawn is not a guard,0.888,0.071,0.041,entailment,0.181,0.084,0.196,0.280
580,Neither Sally or Tyrone is a software engineer,Sally is not a software engineer,0.796,0.147,0.057,entailment,Tyrone is not a software engineer,0.790,0.115,0.095,entailment,0.077,Neither Tyrone or Sally is a software engineer,Sally is not a software engineer,0.797,0.138,0.065,entailment,Tyrone is not a software engineer,0.855,0.111,0.035,entailment,0.115,0.019,0.129,0.148
581,Neither Emily or Thomas is a cleaner,Emily is not a cleaner,0.899,0.077,0.024,entailment,Thomas is not a cleaner,0.831,0.111,0.058,entailment,0.136,Neither Thomas or Emily is a cleaner,Emily is not a cleaner,0.698,0.165,0.137,entailment,Thomas is not a cleaner,0.901,0.083,0.016,entailment,0.407,0.402,0.141,0.543
582,Neither Tanisha or Tim is a gambler,Tanisha is not a gambler,0.844,0.104,0.052,entailment,Tim is not a gambler,0.776,0.154,0.070,entailment,0.135,Neither Tim or Tanisha is a gambler,Tanisha is not a gambler,0.806,0.109,0.085,entailment,Tim is not a gambler,0.859,0.115,0.026,entailment,0.117,0.075,0.165,0.240
583,Neither Claire or Jaleel is a clerk,Claire is not a clerk,0.861,0.084,0.055,entailment,Jaleel is not a clerk,0.719,0.088,0.193,entailment,0.283,Neither Jaleel or Claire is a clerk,Claire is not a clerk,0.774,0.114,0.111,entailment,Jaleel is not a clerk,0.836,0.087,0.077,entailment,0.124,0.172,0.234,0.406
584,Neither Anita or Jesus is a hostess,Anita is not a hostess,0.915,0.064,0.021,entailment,Jesus is not a hostess,0.788,0.107,0.105,entailment,0.254,Neither Jesus or Anita is a hostess,Anita is not a hostess,0.830,0.100,0.070,entailment,Jesus is not a hostess,0.845,0.113,0.042,entailment,0.056,0.170,0.126,0.296
585,Neither Megan or Steve is an employee,Megan is not an employee,0.842,0.076,0.081,entailment,Steve is not an employee,0.679,0.129,0.192,entailment,0.326,Neither Steve or Megan is an employee,Megan is not an employee,0.579,0.109,0.312,entailment,Steve is not an employee,0.840,0.079,0.081,entailment,0.522,0.527,0.321,0.848
586,Neither Candy or Billy is a teacher,Candy is not a teacher,0.863,0.106,0.031,entailment,Billy is not a teacher,0.822,0.077,0.102,entailment,0.141,Neither Billy or Candy is a teacher,Candy is not a teacher,0.797,0.145,0.059,entailment,Billy is not a teacher,0.873,0.089,0.037,entailment,0.153,0.132,0.129,0.260
587,Neither Ruby or Connor is a tailor,Ruby is not a tailor,0.842,0.121,0.038,entailment,Connor is not a tailor,0.768,0.153,0.080,entailment,0.148,Neither Connor or Ruby is a tailor,Ruby is not a tailor,0.804,0.119,0.077,entailment,Connor is not a tailor,0.838,0.137,0.026,entailment,0.102,0.078,0.140,0.218
588,Neither Barbara or Cazar is a judge,Barbara is not a judge,0.871,0.087,0.042,entailment,Cazar is not a judge,0.688,0.118,0.194,entailment,0.366,Neither Cazar or Barbara is a judge,Barbara is not a judge,0.801,0.105,0.094,entailment,Cazar is not a judge,0.800,0.096,0.104,entailment,0.020,0.141,0.222,0.364
589,Neither Anita or Jose is a pianist,Anita is not a pianist,0.887,0.072,0.041,entailment,Jose is not a pianist,0.787,0.089,0.124,entailment,0.200,Neither Jose or Anita is a pianist,Anita is not a pianist,0.729,0.131,0.140,entailment,Jose is not a pianist,0.880,0.075,0.044,entailment,0.303,0.317,0.186,0.503
590,Neither Tina or Mack is an accountant,Tina is not an accountant,0.782,0.139,0.079,entailment,Mack is not an accountant,0.787,0.137,0.075,entailment,0.010,Neither Mack or Tina is an accountant,Tina is not an accountant,0.709,0.141,0.149,entailment,Mack is not an accountant,0.853,0.112,0.036,entailment,0.287,0.146,0.131,0.276
591,Neither Joan or Edward is a physicist,Joan is not a physicist,0.845,0.113,0.042,entailment,Edward is not a physicist,0.797,0.113,0.090,entailment,0.097,Neither Edward or Joan is a physicist,Joan is not a physicist,0.738,0.145,0.116,entailment,Edward is not a physicist,0.885,0.092,0.022,entailment,0.294,0.214,0.177,0.391
592,Neither Bai or Steve is a housekeeper,Bai is not a housekeeper,0.835,0.135,0.030,entailment,Steve is not a housekeeper,0.895,0.080,0.025,entailment,0.121,Neither Steve or Bai is a housekeeper,Bai is not a housekeeper,0.795,0.155,0.050,entailment,Steve is not a housekeeper,0.905,0.083,0.013,entailment,0.220,0.080,0.025,0.105
593,Neither Benny or DeShawn is an inspector,Benny is not an inspector,0.892,0.077,0.030,entailment,DeShawn is not an inspector,0.821,0.091,0.089,entailment,0.143,Neither DeShawn or Benny is an inspector,Benny is not an inspector,0.856,0.095,0.049,entailment,DeShawn is not an inspector,0.875,0.074,0.051,entailment,0.041,0.072,0.108,0.180
594,Neither Liz or Jimmy is a dealer,Liz is not a dealer,0.847,0.121,0.032,entailment,Jimmy is not a dealer,0.762,0.149,0.089,entailment,0.170,Neither Jimmy or Liz is a dealer,Liz is not a dealer,0.726,0.188,0.086,entailment,Jimmy is not a dealer,0.842,0.125,0.033,entailment,0.231,0.241,0.160,0.401
595,Neither Olga or Ming is a historian,Olga is not a historian,0.724,0.167,0.109,entailment,Ming is not a historian,0.675,0.201,0.124,entailment,0.098,Neither Ming or Olga is a historian,Olga is not a historian,0.675,0.145,0.180,entailment,Ming is not a historian,0.721,0.188,0.091,entailment,0.176,0.141,0.091,0.232
596,Neither Lily or Chen Wu is a theologian,Lily is not a theologian,0.786,0.150,0.064,entailment,Chen Wu is not a theologian,0.728,0.104,0.168,entailment,0.209,Neither Chen Wu or Lily is a theologian,Lily is not a theologian,0.744,0.137,0.118,entailment,Chen Wu is not a theologian,0.820,0.097,0.083,entailment,0.151,0.109,0.184,0.293
597,Neither Meghan or Miguel is a manager,Meghan is not a manager,0.873,0.096,0.031,entailment,Miguel is not a manager,0.880,0.093,0.028,entailment,0.013,Neither Miguel or Meghan is a manager,Meghan is not a manager,0.790,0.111,0.099,entailment,Miguel is not a manager,0.886,0.089,0.025,entailment,0.192,0.167,0.012,0.179
598,Neither Erica or Kevin is a chef,Erica is not a chef,0.881,0.063,0.056,entailment,Kevin is not a chef,0.729,0.080,0.191,entailment,0.303,Neither Kevin or Erica is a chef,Erica is not a chef,0.791,0.094,0.115,entailment,Kevin is not a chef,0.872,0.079,0.049,entailment,0.163,0.181,0.285,0.466
599,Neither Benny or Carl is a hairdresser,Benny is not a hairdresser,0.899,0.061,0.040,entailment,Carl is not a hairdresser,0.804,0.108,0.087,entailment,0.189,Neither Carl or Benny is a hairdresser,Benny is not a hairdresser,0.809,0.095,0.096,entailment,Carl is not a hairdresser,0.863,0.087,0.050,entailment,0.107,0.179,0.117,0.296
600,Neither Vrenna or Louis is a builder,Vrenna is not a builder,0.896,0.083,0.020,entailment,Louis is not a builder,0.864,0.116,0.020,entailment,0.065,Neither Louis or Vrenna is a builder,Vrenna is not a builder,0.854,0.100,0.045,entailment,Louis is not a builder,0.892,0.100,0.008,entailment,0.075,0.084,0.056,0.141
601,Neither Tricia or Sheng Lee is a commander,Tricia is not a commander,0.864,0.113,0.024,entailment,Sheng Lee is not a commander,0.879,0.077,0.044,entailment,0.071,Neither Sheng Lee or Tricia is a commander,Tricia is not a commander,0.816,0.127,0.057,entailment,Sheng Lee is not a commander,0.915,0.065,0.021,entailment,0.197,0.095,0.071,0.167
602,Neither Naomi or Adrin is an umpire,Naomi is not an umpire,0.912,0.072,0.016,entailment,Adrin is not an umpire,0.783,0.148,0.070,entailment,0.258,Neither Adrin or Naomi is an umpire,Naomi is not an umpire,0.873,0.076,0.052,entailment,Adrin is not an umpire,0.871,0.092,0.037,entailment,0.032,0.078,0.176,0.255
603,Neither Candice or Mitchell is a poet,Candice is not a poet,0.721,0.159,0.120,entailment,Mitchell is not a poet,0.808,0.147,0.045,entailment,0.172,Neither Mitchell or Candice is a poet,Candice is not a poet,0.721,0.152,0.127,entailment,Mitchell is not a poet,0.838,0.130,0.032,entailment,0.233,0.015,0.061,0.075
604,Neither Tina or Rajeev is a detective,Tina is not a detective,0.828,0.140,0.032,entailment,Rajeev is not a detective,0.773,0.106,0.121,entailment,0.177,Neither Rajeev or Tina is a detective,Tina is not a detective,0.819,0.131,0.051,entailment,Rajeev is not a detective,0.853,0.105,0.041,entailment,0.070,0.037,0.161,0.198
605,Neither Molly or Ronnie is a grocer,Molly is not a grocer,0.876,0.102,0.023,entailment,Ronnie is not a grocer,0.852,0.098,0.050,entailment,0.055,Neither Ronnie or Molly is a grocer,Molly is not a grocer,0.819,0.130,0.051,entailment,Ronnie is not a grocer,0.894,0.086,0.020,entailment,0.151,0.114,0.085,0.199
606,Neither Barbara or Juan is a chef,Barbara is not a chef,0.847,0.089,0.063,entailment,Juan is not a chef,0.567,0.103,0.330,entailment,0.560,Neither Juan or Barbara is a chef,Barbara is not a chef,0.759,0.121,0.120,entailment,Juan is not a chef,0.818,0.092,0.091,entailment,0.117,0.177,0.501,0.678
607,Neither Erica or Rocco is a teacher,Erica is not a teacher,0.898,0.065,0.037,entailment,Rocco is not a teacher,0.789,0.096,0.115,entailment,0.219,Neither Rocco or Erica is a teacher,Erica is not a teacher,0.834,0.090,0.076,entailment,Rocco is not a teacher,0.862,0.099,0.039,entailment,0.073,0.128,0.152,0.279
608,Neither Juliette or Tim is an economist,Juliette is not an economist,0.859,0.092,0.050,entailment,Tim is not an economist,0.827,0.108,0.065,entailment,0.063,Neither Tim or Juliette is an economist,Juliette is not an economist,0.794,0.102,0.104,entailment,Tim is not an economist,0.908,0.068,0.025,entailment,0.228,0.129,0.162,0.291
609,Neither Vrenna or Kariem is a performing artist,Vrenna is not a performing artist,0.793,0.070,0.137,entailment,Kariem is not a performing artist,0.584,0.084,0.332,entailment,0.417,Neither Kariem or Vrenna is a performing artist,Vrenna is not a performing artist,0.716,0.081,0.204,entailment,Kariem is not a performing artist,0.705,0.086,0.209,entailment,0.021,0.154,0.247,0.401
610,Neither Sally or Val is a chemist,Sally is not a chemist,0.774,0.151,0.075,entailment,Val is not a chemist,0.758,0.131,0.111,entailment,0.071,Neither Val or Sally is a chemist,Sally is not a chemist,0.734,0.141,0.125,entailment,Val is not a chemist,0.840,0.106,0.054,entailment,0.212,0.100,0.164,0.264
