,prem,hypo1,hypo2,score1,score2,diff1,prem-rev,hypo3,hypo4,score3,score4,diff2
531,Either Dawn or Marcus is a performing artist,Dawn is a performing artist,Marcus is a performing artist,"{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.05'}","{'entailment': '0.74', 'neutral': '0.15', 'contradiction': '0.11'}",0.17999999999999997,Either Marcus or Dawn is a performing artist,Dawn is a performing artist,Marcus is a performing artist,"{'entailment': '0.63', 'neutral': '0.24', 'contradiction': '0.13'}","{'entailment': '0.61', 'neutral': '0.24', 'contradiction': '0.14'}",0.030000000000000027
532,Either Sue or Malik is a dancer,Sue is a dancer,Malik is a dancer,"{'entailment': '0.54', 'neutral': '0.35', 'contradiction': '0.11'}","{'entailment': '0.63', 'neutral': '0.26', 'contradiction': '0.11'}",0.17999999999999994,Either Malik or Sue is a dancer,Sue is a dancer,Malik is a dancer,"{'entailment': '0.54', 'neutral': '0.34', 'contradiction': '0.11'}","{'entailment': '0.65', 'neutral': '0.27', 'contradiction': '0.09'}",0.2
533,Either Katie or Robert is an author,Katie is an author,Robert is an author,"{'entailment': '0.72', 'neutral': '0.17', 'contradiction': '0.11'}","{'entailment': '0.57', 'neutral': '0.26', 'contradiction': '0.18'}",0.31,Either Robert or Katie is an author,Katie is an author,Robert is an author,"{'entailment': '0.53', 'neutral': '0.27', 'contradiction': '0.20'}","{'entailment': '0.62', 'neutral': '0.22', 'contradiction': '0.16'}",0.18
534,Either Juliette or Thomas is a cleaner,Juliette is a cleaner,Thomas is a cleaner,"{'entailment': '0.46', 'neutral': '0.47', 'contradiction': '0.07'}","{'entailment': '0.63', 'neutral': '0.32', 'contradiction': '0.05'}",0.33999999999999997,Either Thomas or Juliette is a cleaner,Juliette is a cleaner,Thomas is a cleaner,"{'entailment': '0.37', 'neutral': '0.53', 'contradiction': '0.10'}","{'entailment': '0.41', 'neutral': '0.52', 'contradiction': '0.07'}",0.07999999999999999
535,Either Sara or Ramirez is a comedian,Sara is a comedian,Ramirez is a comedian,"{'entailment': '0.75', 'neutral': '0.20', 'contradiction': '0.05'}","{'entailment': '0.71', 'neutral': '0.18', 'contradiction': '0.11'}",0.12000000000000005,Either Ramirez or Sara is a comedian,Sara is a comedian,Ramirez is a comedian,"{'entailment': '0.70', 'neutral': '0.24', 'contradiction': '0.07'}","{'entailment': '0.78', 'neutral': '0.14', 'contradiction': '0.07'}",0.18000000000000005
536,Either Carla or Sudeep is an architect,Carla is an architect,Sudeep is an architect,"{'entailment': '0.80', 'neutral': '0.16', 'contradiction': '0.05'}","{'entailment': '0.78', 'neutral': '0.14', 'contradiction': '0.08'}",0.07,Either Sudeep or Carla is an architect,Carla is an architect,Sudeep is an architect,"{'entailment': '0.83', 'neutral': '0.12', 'contradiction': '0.05'}","{'entailment': '0.79', 'neutral': '0.11', 'contradiction': '0.10'}",0.09999999999999992
537,Either Candy or Ming is a CEO,Candy is a CEO,Ming is a CEO,"{'entailment': '0.59', 'neutral': '0.30', 'contradiction': '0.12'}","{'entailment': '0.77', 'neutral': '0.14', 'contradiction': '0.10'}",0.36,Either Ming or Candy is a CEO,Candy is a CEO,Ming is a CEO,"{'entailment': '0.61', 'neutral': '0.26', 'contradiction': '0.13'}","{'entailment': '0.69', 'neutral': '0.19', 'contradiction': '0.12'}",0.15999999999999998
538,Either Grace or Carlos is a dancer,Grace is a dancer,Carlos is a dancer,"{'entailment': '0.70', 'neutral': '0.26', 'contradiction': '0.04'}","{'entailment': '0.62', 'neutral': '0.24', 'contradiction': '0.13'}",0.18999999999999997,Either Carlos or Grace is a dancer,Grace is a dancer,Carlos is a dancer,"{'entailment': '0.50', 'neutral': '0.39', 'contradiction': '0.11'}","{'entailment': '0.61', 'neutral': '0.27', 'contradiction': '0.11'}",0.22999999999999998
539,Either Jenny or Tyresse is a supervisor,Jenny is a supervisor,Tyresse is a supervisor,"{'entailment': '0.56', 'neutral': '0.26', 'contradiction': '0.18'}","{'entailment': '0.78', 'neutral': '0.14', 'contradiction': '0.07'}",0.44999999999999996,Either Tyresse or Jenny is a supervisor,Jenny is a supervisor,Tyresse is a supervisor,"{'entailment': '0.81', 'neutral': '0.11', 'contradiction': '0.08'}","{'entailment': '0.77', 'neutral': '0.15', 'contradiction': '0.08'}",0.08000000000000003
540,Either Jane or Carlos is a broker,Jane is a broker,Carlos is a broker,"{'entailment': '0.48', 'neutral': '0.40', 'contradiction': '0.12'}","{'entailment': '0.82', 'neutral': '0.11', 'contradiction': '0.07'}",0.6799999999999999,Either Carlos or Jane is a broker,Jane is a broker,Carlos is a broker,"{'entailment': '0.53', 'neutral': '0.36', 'contradiction': '0.11'}","{'entailment': '0.76', 'neutral': '0.13', 'contradiction': '0.11'}",0.45999999999999996
541,Either Tricia or Treyvone is a linguist,Tricia is a linguist,Treyvone is a linguist,"{'entailment': '0.77', 'neutral': '0.17', 'contradiction': '0.06'}","{'entailment': '0.87', 'neutral': '0.10', 'contradiction': '0.03'}",0.19999999999999998,Either Treyvone or Tricia is a linguist,Tricia is a linguist,Treyvone is a linguist,"{'entailment': '0.85', 'neutral': '0.11', 'contradiction': '0.04'}","{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.07'}",0.07999999999999993
542,Either Marianne or Juan is an executive,Marianne is an executive,Juan is an executive,"{'entailment': '0.64', 'neutral': '0.32', 'contradiction': '0.04'}","{'entailment': '0.86', 'neutral': '0.12', 'contradiction': '0.02'}",0.44,Either Juan or Marianne is an executive,Marianne is an executive,Juan is an executive,"{'entailment': '0.66', 'neutral': '0.30', 'contradiction': '0.04'}","{'entailment': '0.83', 'neutral': '0.13', 'contradiction': '0.04'}",0.3399999999999999
543,Either Kassidy or Ramirez is an attendant,Kassidy is an attendant,Ramirez is an attendant,"{'entailment': '0.74', 'neutral': '0.22', 'contradiction': '0.04'}","{'entailment': '0.72', 'neutral': '0.17', 'contradiction': '0.11'}",0.14,Either Ramirez or Kassidy is an attendant,Kassidy is an attendant,Ramirez is an attendant,"{'entailment': '0.70', 'neutral': '0.24', 'contradiction': '0.06'}","{'entailment': '0.76', 'neutral': '0.17', 'contradiction': '0.07'}",0.14000000000000004
544,Either Cynthia or James is a CEO,Cynthia is a CEO,James is a CEO,"{'entailment': '0.44', 'neutral': '0.37', 'contradiction': '0.19'}","{'entailment': '0.63', 'neutral': '0.19', 'contradiction': '0.18'}",0.38,Either James or Cynthia is a CEO,Cynthia is a CEO,James is a CEO,"{'entailment': '0.37', 'neutral': '0.44', 'contradiction': '0.19'}","{'entailment': '0.50', 'neutral': '0.28', 'contradiction': '0.22'}",0.31999999999999995
545,Either Laquisha or Bill is a farmer,Laquisha is a farmer,Bill is a farmer,"{'entailment': '0.63', 'neutral': '0.30', 'contradiction': '0.07'}","{'entailment': '0.79', 'neutral': '0.15', 'contradiction': '0.06'}",0.32000000000000006,Either Bill or Laquisha is a farmer,Laquisha is a farmer,Bill is a farmer,"{'entailment': '0.70', 'neutral': '0.25', 'contradiction': '0.05'}","{'entailment': '0.64', 'neutral': '0.28', 'contradiction': '0.08'}",0.11999999999999997
546,Either Phoebe or Lars is a cook,Phoebe is a cook,Lars is a cook,"{'entailment': '0.74', 'neutral': '0.22', 'contradiction': '0.05'}","{'entailment': '0.76', 'neutral': '0.19', 'contradiction': '0.04'}",0.06000000000000002,Either Lars or Phoebe is a cook,Phoebe is a cook,Lars is a cook,"{'entailment': '0.71', 'neutral': '0.24', 'contradiction': '0.05'}","{'entailment': '0.73', 'neutral': '0.21', 'contradiction': '0.06'}",0.06000000000000001
547,Either Melissa or Edward is a pilot,Melissa is a pilot,Edward is a pilot,"{'entailment': '0.50', 'neutral': '0.34', 'contradiction': '0.16'}","{'entailment': '0.59', 'neutral': '0.27', 'contradiction': '0.14'}",0.17999999999999997,Either Edward or Melissa is a pilot,Melissa is a pilot,Edward is a pilot,"{'entailment': '0.44', 'neutral': '0.36', 'contradiction': '0.21'}","{'entailment': '0.36', 'neutral': '0.39', 'contradiction': '0.25'}",0.15000000000000005
548,Either Olga or Robert is a radiologist,Olga is a radiologist,Robert is a radiologist,"{'entailment': '0.71', 'neutral': '0.21', 'contradiction': '0.08'}","{'entailment': '0.77', 'neutral': '0.15', 'contradiction': '0.09'}",0.13000000000000006,Either Robert or Olga is a radiologist,Olga is a radiologist,Robert is a radiologist,"{'entailment': '0.63', 'neutral': '0.28', 'contradiction': '0.09'}","{'entailment': '0.63', 'neutral': '0.25', 'contradiction': '0.12'}",0.060000000000000026
549,Either Carla or Jake is an army,Carla is an army,Jake is an army,"{'entailment': '0.42', 'neutral': '0.46', 'contradiction': '0.13'}","{'entailment': '0.49', 'neutral': '0.34', 'contradiction': '0.17'}",0.23,Either Jake or Carla is an army,Carla is an army,Jake is an army,"{'entailment': '0.45', 'neutral': '0.37', 'contradiction': '0.18'}","{'entailment': '0.35', 'neutral': '0.44', 'contradiction': '0.20'}",0.19000000000000006
550,Either Jacqui or Kariem is a professor,Jacqui is a professor,Kariem is a professor,"{'entailment': '0.61', 'neutral': '0.23', 'contradiction': '0.16'}","{'entailment': '0.87', 'neutral': '0.09', 'contradiction': '0.04'}",0.52,Either Kariem or Jacqui is a professor,Jacqui is a professor,Kariem is a professor,"{'entailment': '0.85', 'neutral': '0.09', 'contradiction': '0.06'}","{'entailment': '0.80', 'neutral': '0.13', 'contradiction': '0.07'}",0.09999999999999995
551,Either Ruby or Jake is a pensioner,Ruby is a pensioner,Jake is a pensioner,"{'entailment': '0.56', 'neutral': '0.34', 'contradiction': '0.10'}","{'entailment': '0.48', 'neutral': '0.36', 'contradiction': '0.16'}",0.16000000000000003,Either Jake or Ruby is a pensioner,Ruby is a pensioner,Jake is a pensioner,"{'entailment': '0.62', 'neutral': '0.29', 'contradiction': '0.09'}","{'entailment': '0.34', 'neutral': '0.44', 'contradiction': '0.21'}",0.55
552,Either Lisa or Jafari is a linguist,Lisa is a linguist,Jafari is a linguist,"{'entailment': '0.63', 'neutral': '0.23', 'contradiction': '0.14'}","{'entailment': '0.83', 'neutral': '0.13', 'contradiction': '0.04'}",0.3999999999999999,Either Jafari or Lisa is a linguist,Lisa is a linguist,Jafari is a linguist,"{'entailment': '0.75', 'neutral': '0.16', 'contradiction': '0.08'}","{'entailment': '0.64', 'neutral': '0.20', 'contradiction': '0.16'}",0.22999999999999998
553,Either Raven or Chen Wu is a barber,Raven is a barber,Chen Wu is a barber,"{'entailment': '0.80', 'neutral': '0.18', 'contradiction': '0.02'}","{'entailment': '0.95', 'neutral': '0.04', 'contradiction': '0.01'}",0.29999999999999993,Either Chen Wu or Raven is a barber,Raven is a barber,Chen Wu is a barber,"{'entailment': '0.82', 'neutral': '0.15', 'contradiction': '0.03'}","{'entailment': '0.92', 'neutral': '0.06', 'contradiction': '0.02'}",0.2000000000000001
554,Either Abigail or Ramon is a farmer,Abigail is a farmer,Ramon is a farmer,"{'entailment': '0.72', 'neutral': '0.25', 'contradiction': '0.03'}","{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.02'}",0.38000000000000006,Either Ramon or Abigail is a farmer,Abigail is a farmer,Ramon is a farmer,"{'entailment': '0.82', 'neutral': '0.16', 'contradiction': '0.02'}","{'entailment': '0.91', 'neutral': '0.07', 'contradiction': '0.02'}",0.18000000000000008
555,Either Jenny or Jamel is a tailor,Jenny is a tailor,Jamel is a tailor,"{'entailment': '0.73', 'neutral': '0.24', 'contradiction': '0.03'}","{'entailment': '0.74', 'neutral': '0.21', 'contradiction': '0.05'}",0.06000000000000001,Either Jamel or Jenny is a tailor,Jenny is a tailor,Jamel is a tailor,"{'entailment': '0.81', 'neutral': '0.15', 'contradiction': '0.04'}","{'entailment': '0.81', 'neutral': '0.15', 'contradiction': '0.04'}",0.0
556,Either Craig or Lamar is a mover,Craig is a mover,Lamar is a mover,"{'entailment': '0.16', 'neutral': '0.75', 'contradiction': '0.09'}","{'entailment': '0.21', 'neutral': '0.73', 'contradiction': '0.06'}",0.1,Either Lamar or Craig is a mover,Craig is a mover,Lamar is a mover,"{'entailment': '0.31', 'neutral': '0.60', 'contradiction': '0.10'}","{'entailment': '0.27', 'neutral': '0.67', 'contradiction': '0.06'}",0.15000000000000005
557,Either Marianne or Ming is a builder,Marianne is a builder,Ming is a builder,"{'entailment': '0.76', 'neutral': '0.20', 'contradiction': '0.04'}","{'entailment': '0.79', 'neutral': '0.19', 'contradiction': '0.03'}",0.05000000000000004,Either Ming or Marianne is a builder,Marianne is a builder,Ming is a builder,"{'entailment': '0.82', 'neutral': '0.14', 'contradiction': '0.04'}","{'entailment': '0.90', 'neutral': '0.09', 'contradiction': '0.02'}",0.15000000000000008
558,Either Shiloh or Cody is an umpire,Shiloh is an umpire,Cody is an umpire,"{'entailment': '0.58', 'neutral': '0.30', 'contradiction': '0.13'}","{'entailment': '0.68', 'neutral': '0.23', 'contradiction': '0.10'}",0.20000000000000007,Either Cody or Shiloh is an umpire,Shiloh is an umpire,Cody is an umpire,"{'entailment': '0.61', 'neutral': '0.25', 'contradiction': '0.15'}","{'entailment': '0.49', 'neutral': '0.33', 'contradiction': '0.18'}",0.23
559,Either Beth or Marquis is a drawer,Beth is a drawer,Marquis is a drawer,"{'entailment': '0.65', 'neutral': '0.16', 'contradiction': '0.19'}","{'entailment': '0.69', 'neutral': '0.14', 'contradiction': '0.17'}",0.0799999999999999,Either Marquis or Beth is a drawer,Beth is a drawer,Marquis is a drawer,"{'entailment': '0.43', 'neutral': '0.28', 'contradiction': '0.29'}","{'entailment': '0.82', 'neutral': '0.09', 'contradiction': '0.09'}",0.7799999999999999
560,Either Barbara or Chen Wu is an assistant,Barbara is an assistant,Chen Wu is an assistant,"{'entailment': '0.68', 'neutral': '0.16', 'contradiction': '0.16'}","{'entailment': '0.76', 'neutral': '0.15', 'contradiction': '0.09'}",0.15999999999999998,Either Chen Wu or Barbara is an assistant,Barbara is an assistant,Chen Wu is an assistant,"{'entailment': '0.72', 'neutral': '0.14', 'contradiction': '0.14'}","{'entailment': '0.81', 'neutral': '0.12', 'contradiction': '0.08'}",0.1700000000000001
561,Either Joanne or Jafari is a journalist,Joanne is a journalist,Jafari is a journalist,"{'entailment': '0.60', 'neutral': '0.35', 'contradiction': '0.05'}","{'entailment': '0.76', 'neutral': '0.21', 'contradiction': '0.03'}",0.32000000000000006,Either Jafari or Joanne is a journalist,Joanne is a journalist,Jafari is a journalist,"{'entailment': '0.71', 'neutral': '0.27', 'contradiction': '0.03'}","{'entailment': '0.70', 'neutral': '0.25', 'contradiction': '0.04'}",0.04000000000000003
562,Either Juliette or Manuel is a psychologist,Juliette is a psychologist,Manuel is a psychologist,"{'entailment': '0.58', 'neutral': '0.34', 'contradiction': '0.08'}","{'entailment': '0.83', 'neutral': '0.14', 'contradiction': '0.03'}",0.5,Either Manuel or Juliette is a psychologist,Juliette is a psychologist,Manuel is a psychologist,"{'entailment': '0.66', 'neutral': '0.25', 'contradiction': '0.09'}","{'entailment': '0.82', 'neutral': '0.15', 'contradiction': '0.03'}",0.3199999999999999
563,Either Paula or Manuel is a coach,Paula is a coach,Manuel is a coach,"{'entailment': '0.56', 'neutral': '0.30', 'contradiction': '0.14'}","{'entailment': '0.72', 'neutral': '0.18', 'contradiction': '0.10'}",0.31999999999999995,Either Manuel or Paula is a coach,Paula is a coach,Manuel is a coach,"{'entailment': '0.59', 'neutral': '0.24', 'contradiction': '0.18'}","{'entailment': '0.80', 'neutral': '0.14', 'contradiction': '0.06'}",0.43000000000000005
564,Either Kathy or Jake is a butcher,Kathy is a butcher,Jake is a butcher,"{'entailment': '0.67', 'neutral': '0.23', 'contradiction': '0.10'}","{'entailment': '0.61', 'neutral': '0.25', 'contradiction': '0.14'}",0.12000000000000005,Either Jake or Kathy is a butcher,Kathy is a butcher,Jake is a butcher,"{'entailment': '0.59', 'neutral': '0.28', 'contradiction': '0.13'}","{'entailment': '0.45', 'neutral': '0.29', 'contradiction': '0.26'}",0.2799999999999999
565,Either Heather or Laquan is an office worker,Heather is an office worker,Laquan is an office worker,"{'entailment': '0.64', 'neutral': '0.25', 'contradiction': '0.11'}","{'entailment': '0.67', 'neutral': '0.28', 'contradiction': '0.05'}",0.12000000000000005,Either Laquan or Heather is an office worker,Heather is an office worker,Laquan is an office worker,"{'entailment': '0.79', 'neutral': '0.13', 'contradiction': '0.08'}","{'entailment': '0.71', 'neutral': '0.25', 'contradiction': '0.04'}",0.24000000000000007
566,Either Precious or Jose is a gambler,Precious is a gambler,Jose is a gambler,"{'entailment': '0.62', 'neutral': '0.31', 'contradiction': '0.07'}","{'entailment': '0.76', 'neutral': '0.19', 'contradiction': '0.06'}",0.27,Either Jose or Precious is a gambler,Precious is a gambler,Jose is a gambler,"{'entailment': '0.63', 'neutral': '0.28', 'contradiction': '0.09'}","{'entailment': '0.46', 'neutral': '0.44', 'contradiction': '0.10'}",0.33999999999999997
567,Either Candace or Tyresse is a pensioner,Candace is a pensioner,Tyresse is a pensioner,"{'entailment': '0.79', 'neutral': '0.14', 'contradiction': '0.07'}","{'entailment': '0.84', 'neutral': '0.10', 'contradiction': '0.05'}",0.10999999999999995,Either Tyresse or Candace is a pensioner,Candace is a pensioner,Tyresse is a pensioner,"{'entailment': '0.74', 'neutral': '0.16', 'contradiction': '0.10'}","{'entailment': '0.77', 'neutral': '0.14', 'contradiction': '0.09'}",0.060000000000000026
568,Either Jennifer or Carlos is a software engineer,Jennifer is a software engineer,Carlos is a software engineer,"{'entailment': '0.34', 'neutral': '0.60', 'contradiction': '0.06'}","{'entailment': '0.75', 'neutral': '0.16', 'contradiction': '0.09'}",0.8799999999999999,Either Carlos or Jennifer is a software engineer,Jennifer is a software engineer,Carlos is a software engineer,"{'entailment': '0.56', 'neutral': '0.38', 'contradiction': '0.06'}","{'entailment': '0.59', 'neutral': '0.23', 'contradiction': '0.18'}",0.29999999999999993
