,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
577,Either Dylan or Carlos is a supervisor,Dylan is a supervisor,0.516,0.262,0.223,entailment,Carlos is a supervisor,0.498,0.280,0.221,entailment,0.037,Either Carlos or Dylan is a supervisor,Dylan is a supervisor,0.570,0.266,0.164,entailment,Carlos is a supervisor,0.601,0.205,0.194,entailment,0.122,0.117,0.206,0.323
578,Either Prescott or Beyonce is a mathematician,Prescott is a mathematician,0.669,0.288,0.044,entailment,Beyonce is a mathematician,0.645,0.314,0.040,entailment,0.054,Either Beyonce or Prescott is a mathematician,Prescott is a mathematician,0.638,0.297,0.065,entailment,Beyonce is a mathematician,0.512,0.466,0.023,entailment,0.337,0.061,0.302,0.364
579,Either Brown or Gabriel is a counselor,Brown is a counselor,0.790,0.179,0.031,entailment,Gabriel is a counselor,0.914,0.059,0.027,entailment,0.248,Either Gabriel or Brown is a counselor,Brown is a counselor,0.659,0.286,0.054,entailment,Gabriel is a counselor,0.854,0.109,0.037,entailment,0.389,0.261,0.120,0.381
580,Either Connor or Shaniqua is a surgeon,Connor is a surgeon,0.649,0.283,0.068,entailment,Shaniqua is a surgeon,0.781,0.173,0.046,entailment,0.263,Either Shaniqua or Connor is a surgeon,Connor is a surgeon,0.740,0.212,0.049,entailment,Shaniqua is a surgeon,0.740,0.219,0.041,entailment,0.014,0.182,0.091,0.273
581,Either Essex or Gabriel is a diplomat,Essex is a diplomat,0.742,0.196,0.062,entailment,Gabriel is a diplomat,0.896,0.070,0.034,entailment,0.307,Either Gabriel or Essex is a diplomat,Essex is a diplomat,0.760,0.192,0.047,entailment,Gabriel is a diplomat,0.786,0.154,0.059,entailment,0.076,0.036,0.219,0.255
582,Either Abigail or Chang is an inspector,Abigail is an inspector,0.609,0.327,0.064,entailment,Chang is an inspector,0.799,0.131,0.069,entailment,0.390,Either Chang or Abigail is an inspector,Abigail is an inspector,0.688,0.265,0.048,entailment,Chang is an inspector,0.792,0.139,0.069,entailment,0.251,0.157,0.016,0.172
583,Either Greuze or D'quan is a comedian,Greuze is a comedian,0.863,0.111,0.027,entailment,D'quan is a comedian,0.900,0.087,0.013,entailment,0.074,Either D'quan or Greuze is a comedian,Greuze is a comedian,0.900,0.080,0.020,entailment,D'quan is a comedian,0.868,0.115,0.016,entailment,0.070,0.075,0.062,0.137
584,Either Jenna or Chen Wee is a security guard,Jenna is a security guard,0.842,0.121,0.037,entailment,Chen Wee is a security guard,0.914,0.058,0.029,entailment,0.144,Either Chen Wee or Jenna is a security guard,Jenna is a security guard,0.907,0.068,0.025,entailment,Chen Wee is a security guard,0.930,0.048,0.022,entailment,0.047,0.130,0.033,0.163
585,Either Claire or Adrin is an architect,Claire is an architect,0.681,0.232,0.086,entailment,Adrin is an architect,0.730,0.190,0.080,entailment,0.097,Either Adrin or Claire is an architect,Claire is an architect,0.742,0.169,0.088,entailment,Adrin is an architect,0.769,0.167,0.064,entailment,0.054,0.126,0.079,0.205
586,Either Craig or Raven is a singer,Craig is a singer,0.615,0.256,0.129,entailment,Raven is a singer,0.604,0.316,0.080,entailment,0.121,Either Raven or Craig is a singer,Craig is a singer,0.696,0.202,0.102,entailment,Raven is a singer,0.729,0.232,0.039,entailment,0.127,0.162,0.251,0.413
587,Either Molly or Jamal is a cleric,Molly is a cleric,0.592,0.314,0.093,entailment,Jamal is a cleric,0.857,0.107,0.036,entailment,0.528,Either Jamal or Molly is a cleric,Molly is a cleric,0.510,0.395,0.095,entailment,Jamal is a cleric,0.840,0.127,0.033,entailment,0.660,0.165,0.041,0.206
588,Either Katie or Trevon is a judge,Katie is a judge,0.346,0.355,0.299,neutral,Trevon is a judge,0.590,0.264,0.145,entailment,0.489,Either Trevon or Katie is a judge,Katie is a judge,0.576,0.226,0.198,entailment,Trevon is a judge,0.568,0.264,0.169,entailment,0.075,0.459,0.047,0.506
589,Either Jack or Precious is an entrepreneur,Jack is an entrepreneur,0.414,0.371,0.215,entailment,Precious is an entrepreneur,0.662,0.228,0.110,entailment,0.497,Either Precious or Jack is an entrepreneur,Jack is an entrepreneur,0.650,0.202,0.148,entailment,Precious is an entrepreneur,0.649,0.209,0.142,entailment,0.015,0.473,0.063,0.537
590,Either Carly or Lamar is a photographer,Carly is a photographer,0.745,0.159,0.096,entailment,Lamar is a photographer,0.706,0.198,0.095,entailment,0.079,Either Lamar or Carly is a photographer,Carly is a photographer,0.530,0.260,0.210,entailment,Lamar is a photographer,0.794,0.152,0.054,entailment,0.528,0.430,0.176,0.606
591,Either Ronnie or Anita is a delivery,Ronnie is a delivery,0.718,0.167,0.116,entailment,Anita is a delivery,0.521,0.287,0.192,entailment,0.393,Either Anita or Ronnie is a delivery,Ronnie is a delivery,0.509,0.240,0.251,entailment,Anita is a delivery,0.701,0.167,0.132,entailment,0.384,0.418,0.360,0.778
592,Either Craig or Wright is a mechanic,Craig is a mechanic,0.602,0.324,0.074,entailment,Wright is a mechanic,0.549,0.388,0.063,entailment,0.129,Either Wright or Craig is a mechanic,Craig is a mechanic,0.732,0.235,0.034,entailment,Wright is a mechanic,0.637,0.310,0.053,entailment,0.190,0.258,0.176,0.434
593,Either LeShawn or Joo-Lin is a painter,LeShawn is a painter,0.773,0.130,0.097,entailment,Joo-Lin is a painter,0.928,0.056,0.015,entailment,0.311,Either Joo-Lin or LeShawn is a painter,LeShawn is a painter,0.828,0.124,0.049,entailment,Joo-Lin is a painter,0.842,0.113,0.045,entailment,0.029,0.110,0.173,0.282
594,Either Ronnie or Terrell is an athlete,Ronnie is an athlete,0.637,0.313,0.050,entailment,Terrell is an athlete,0.504,0.442,0.054,entailment,0.265,Either Terrell or Ronnie is an athlete,Ronnie is an athlete,0.615,0.294,0.091,entailment,Terrell is an athlete,0.672,0.296,0.032,entailment,0.118,0.082,0.335,0.417
595,Either Ronnie or Kwame is a chemist,Ronnie is a chemist,0.649,0.248,0.103,entailment,Kwame is a chemist,0.718,0.243,0.039,entailment,0.138,Either Kwame or Ronnie is a chemist,Ronnie is a chemist,0.727,0.176,0.097,entailment,Kwame is a chemist,0.696,0.252,0.051,entailment,0.153,0.156,0.045,0.201
596,Either Amy or Won San Lee is a surgeon,Amy is a surgeon,0.457,0.380,0.163,entailment,Won San Lee is a surgeon,0.832,0.117,0.051,entailment,0.751,Either Won San Lee or Amy is a surgeon,Amy is a surgeon,0.585,0.288,0.127,entailment,Won San Lee is a surgeon,0.805,0.129,0.066,entailment,0.440,0.257,0.054,0.311
597,Either Brown or Kwame is a banker,Brown is a banker,0.733,0.235,0.032,entailment,Kwame is a banker,0.786,0.190,0.025,entailment,0.105,Either Kwame or Brown is a banker,Brown is a banker,0.668,0.284,0.047,entailment,Kwame is a banker,0.812,0.167,0.021,entailment,0.288,0.130,0.053,0.183
598,Either Inglethorp or Lamar is a librarian,Inglethorp is a librarian,0.901,0.072,0.027,entailment,Lamar is a librarian,0.897,0.084,0.019,entailment,0.024,Either Lamar or Inglethorp is a librarian,Inglethorp is a librarian,0.930,0.051,0.019,entailment,Lamar is a librarian,0.879,0.095,0.026,entailment,0.102,0.059,0.034,0.093
599,Either Jack or Kia is a lifeguard,Jack is a lifeguard,0.299,0.589,0.112,neutral,Kia is a lifeguard,0.562,0.370,0.068,entailment,0.526,Either Kia or Jack is a lifeguard,Jack is a lifeguard,0.553,0.372,0.075,entailment,Kia is a lifeguard,0.613,0.346,0.041,entailment,0.121,0.508,0.103,0.610
600,Either Essex or Juan is a janitor,Essex is a janitor,0.678,0.169,0.153,entailment,Juan is a janitor,0.944,0.036,0.020,entailment,0.531,Either Juan or Essex is a janitor,Essex is a janitor,0.685,0.193,0.123,entailment,Juan is a janitor,0.865,0.082,0.053,entailment,0.361,0.060,0.158,0.218
601,Either Abigail or Shaniqua is a lawn mower,Abigail is a lawn mower,0.887,0.084,0.029,entailment,Shaniqua is a lawn mower,0.895,0.054,0.052,entailment,0.060,Either Shaniqua or Abigail is a lawn mower,Abigail is a lawn mower,0.841,0.102,0.057,entailment,Shaniqua is a lawn mower,0.928,0.046,0.026,entailment,0.173,0.091,0.067,0.158
602,Either Connor or Juan is an editor,Connor is an editor,0.667,0.249,0.083,entailment,Juan is an editor,0.706,0.168,0.125,entailment,0.162,Either Juan or Connor is an editor,Connor is an editor,0.476,0.401,0.123,entailment,Juan is an editor,0.578,0.246,0.176,entailment,0.310,0.383,0.257,0.640
603,Either Katherine or Chang is a delivery,Katherine is a delivery,0.667,0.198,0.135,entailment,Chang is a delivery,0.514,0.253,0.233,entailment,0.306,Either Chang or Katherine is a delivery,Katherine is a delivery,0.510,0.262,0.228,entailment,Chang is a delivery,0.777,0.127,0.096,entailment,0.533,0.314,0.525,0.839
604,Either Cole or Jose is a coach,Cole is a coach,0.567,0.324,0.109,entailment,Jose is a coach,0.692,0.215,0.093,entailment,0.250,Either Jose or Cole is a coach,Cole is a coach,0.588,0.292,0.120,entailment,Jose is a coach,0.528,0.354,0.118,entailment,0.125,0.065,0.327,0.392
605,Either Connor or Rajeev is a painter,Connor is a painter,0.852,0.116,0.031,entailment,Rajeev is a painter,0.911,0.066,0.023,entailment,0.117,Either Rajeev or Connor is a painter,Connor is a painter,0.763,0.184,0.053,entailment,Rajeev is a painter,0.897,0.085,0.017,entailment,0.268,0.178,0.039,0.218
606,Either Dustin or Trevon is a composer,Dustin is a composer,0.754,0.180,0.066,entailment,Trevon is a composer,0.716,0.207,0.076,entailment,0.075,Either Trevon or Dustin is a composer,Dustin is a composer,0.736,0.151,0.113,entailment,Trevon is a composer,0.744,0.203,0.053,entailment,0.120,0.093,0.056,0.149
607,Either Scott or D'quan is a designer,Scott is a designer,0.785,0.151,0.064,entailment,D'quan is a designer,0.882,0.098,0.020,entailment,0.195,Either D'quan or Scott is a designer,Scott is a designer,0.806,0.143,0.051,entailment,D'quan is a designer,0.814,0.153,0.033,entailment,0.036,0.041,0.136,0.177
608,Either Greuze or Wang is an arts,Greuze is an arts,0.782,0.127,0.091,entailment,Wang is an arts,0.709,0.158,0.133,entailment,0.146,Either Wang or Greuze is an arts,Greuze is an arts,0.743,0.145,0.113,entailment,Wang is an arts,0.772,0.134,0.094,entailment,0.059,0.078,0.127,0.205
609,Either Katherine or DeShawn is a plumber,Katherine is a plumber,0.497,0.458,0.045,entailment,DeShawn is a plumber,0.803,0.168,0.029,entailment,0.611,Either DeShawn or Katherine is a plumber,Katherine is a plumber,0.784,0.188,0.028,entailment,DeShawn is a plumber,0.788,0.178,0.035,entailment,0.020,0.573,0.030,0.604
610,Either Carly or Chen is an illustrator,Carly is an illustrator,0.822,0.108,0.070,entailment,Chen is an illustrator,0.744,0.138,0.119,entailment,0.156,Either Chen or Carly is an illustrator,Carly is an illustrator,0.778,0.140,0.082,entailment,Chen is an illustrator,0.879,0.069,0.052,entailment,0.202,0.087,0.271,0.358
611,Either Jake or Laquisha is an inspector,Jake is an inspector,0.522,0.275,0.203,entailment,Laquisha is an inspector,0.636,0.272,0.092,entailment,0.228,Either Laquisha or Jake is an inspector,Jake is an inspector,0.758,0.157,0.085,entailment,Laquisha is an inspector,0.663,0.272,0.065,entailment,0.229,0.471,0.053,0.524
612,Either Craig or Adrin is a director,Craig is a director,0.642,0.230,0.128,entailment,Adrin is a director,0.712,0.206,0.082,entailment,0.140,Either Adrin or Craig is a director,Craig is a director,0.776,0.162,0.062,entailment,Adrin is a director,0.622,0.261,0.117,entailment,0.307,0.268,0.179,0.447
613,Either LeShawn or Gary is a psychologist,LeShawn is a psychologist,0.711,0.231,0.058,entailment,Gary is a psychologist,0.840,0.132,0.028,entailment,0.258,Either Gary or LeShawn is a psychologist,LeShawn is a psychologist,0.801,0.157,0.042,entailment,Gary is a psychologist,0.558,0.356,0.085,entailment,0.485,0.179,0.564,0.743
614,Either Claire or Chang is a physician,Claire is a physician,0.609,0.310,0.081,entailment,Chang is a physician,0.730,0.200,0.070,entailment,0.243,Either Chang or Claire is a physician,Claire is a physician,0.761,0.193,0.046,entailment,Chang is a physician,0.738,0.192,0.070,entailment,0.048,0.304,0.016,0.319
615,Either Cody or Sudeep is an electrician,Cody is an electrician,0.538,0.373,0.089,entailment,Sudeep is an electrician,0.742,0.224,0.034,entailment,0.408,Either Sudeep or Cody is an electrician,Cody is an electrician,0.767,0.203,0.030,entailment,Sudeep is an electrician,0.723,0.227,0.050,entailment,0.087,0.457,0.038,0.495
616,Either Abigail or Tanisha is a sociologist,Abigail is a sociologist,0.600,0.333,0.066,entailment,Tanisha is a sociologist,0.715,0.249,0.036,entailment,0.228,Either Tanisha or Abigail is a sociologist,Abigail is a sociologist,0.730,0.230,0.040,entailment,Tanisha is a sociologist,0.658,0.288,0.053,entailment,0.144,0.260,0.112,0.372
617,Either Hunter or Ebony is a cleaner,Hunter is a cleaner,0.711,0.238,0.052,entailment,Ebony is a cleaner,0.603,0.329,0.067,entailment,0.215,Either Ebony or Hunter is a cleaner,Hunter is a cleaner,0.731,0.223,0.046,entailment,Ebony is a cleaner,0.507,0.402,0.091,entailment,0.449,0.040,0.193,0.234
618,Either Dustin or Jesus is an auditor,Dustin is an auditor,0.733,0.152,0.115,entailment,Jesus is an auditor,0.315,0.451,0.233,neutral,0.834,Either Jesus or Dustin is an auditor,Dustin is an auditor,0.737,0.120,0.143,entailment,Jesus is an auditor,0.137,0.581,0.282,neutral,1.201,0.065,0.357,0.422
619,Either Amy or Joo-Lin is a barber,Amy is a barber,0.583,0.285,0.132,entailment,Joo-Lin is a barber,0.874,0.096,0.030,entailment,0.581,Either Joo-Lin or Amy is a barber,Amy is a barber,0.822,0.117,0.061,entailment,Joo-Lin is a barber,0.842,0.119,0.039,entailment,0.045,0.479,0.064,0.542
620,Either Dylan or Manuel is a sheriff,Dylan is a sheriff,0.503,0.274,0.223,entailment,Manuel is a sheriff,0.824,0.120,0.057,entailment,0.643,Either Manuel or Dylan is a sheriff,Dylan is a sheriff,0.666,0.187,0.147,entailment,Manuel is a sheriff,0.850,0.105,0.045,entailment,0.369,0.327,0.053,0.380
621,Either Cadan or Kwame is an agent,Cadan is an agent,0.828,0.142,0.030,entailment,Kwame is an agent,0.771,0.180,0.049,entailment,0.115,Either Kwame or Cadan is an agent,Cadan is an agent,0.784,0.188,0.027,entailment,Kwame is an agent,0.739,0.209,0.053,entailment,0.092,0.093,0.065,0.158
622,Either Heather or Ramon is an inspector,Heather is an inspector,0.671,0.184,0.145,entailment,Ramon is an inspector,0.780,0.149,0.071,entailment,0.217,Either Ramon or Heather is an inspector,Heather is an inspector,0.665,0.192,0.142,entailment,Ramon is an inspector,0.797,0.152,0.051,entailment,0.264,0.017,0.040,0.057
623,Either Jake or Won San Lee is a receptionist,Jake is a receptionist,0.720,0.174,0.106,entailment,Won San Lee is a receptionist,0.853,0.083,0.063,entailment,0.267,Either Won San Lee or Jake is a receptionist,Jake is a receptionist,0.811,0.121,0.069,entailment,Won San Lee is a receptionist,0.948,0.030,0.021,entailment,0.275,0.182,0.190,0.372
624,Either Prescott or Chin Pang is a nurse,Prescott is a nurse,0.847,0.113,0.040,entailment,Chin Pang is a nurse,0.955,0.039,0.006,entailment,0.216,Either Chin Pang or Prescott is a nurse,Prescott is a nurse,0.859,0.114,0.027,entailment,Chin Pang is a nurse,0.875,0.103,0.022,entailment,0.031,0.026,0.161,0.187
625,Either Cody or Jose is a hairdresser,Cody is a hairdresser,0.684,0.259,0.057,entailment,Jose is a hairdresser,0.863,0.081,0.056,entailment,0.359,Either Jose or Cody is a hairdresser,Cody is a hairdresser,0.858,0.118,0.024,entailment,Jose is a hairdresser,0.831,0.124,0.044,entailment,0.054,0.349,0.086,0.435
626,Either Molly or Bai is a plumber,Molly is a plumber,0.730,0.217,0.053,entailment,Bai is a plumber,0.886,0.100,0.014,entailment,0.312,Either Bai or Molly is a plumber,Molly is a plumber,0.861,0.110,0.029,entailment,Bai is a plumber,0.778,0.192,0.030,entailment,0.167,0.262,0.217,0.479
627,Either Katie or Feng Wu is a banker,Katie is a banker,0.532,0.397,0.071,entailment,Feng Wu is a banker,0.886,0.095,0.019,entailment,0.707,Either Feng Wu or Katie is a banker,Katie is a banker,0.704,0.213,0.083,entailment,Feng Wu is a banker,0.934,0.055,0.011,entailment,0.459,0.369,0.096,0.464
628,Either Katie or Adrin is a magician,Katie is a magician,0.386,0.484,0.130,neutral,Adrin is a magician,0.687,0.275,0.037,entailment,0.603,Either Adrin or Katie is a magician,Katie is a magician,0.596,0.279,0.125,entailment,Adrin is a magician,0.601,0.332,0.067,entailment,0.115,0.421,0.173,0.594
629,Either Katie or Rajeev is a baker,Katie is a baker,0.443,0.387,0.170,entailment,Rajeev is a baker,0.805,0.145,0.050,entailment,0.724,Either Rajeev or Katie is a baker,Katie is a baker,0.674,0.198,0.128,entailment,Rajeev is a baker,0.824,0.133,0.043,entailment,0.301,0.462,0.039,0.500
630,Either Dylan or LeBron is a grocer,Dylan is a grocer,0.743,0.115,0.142,entailment,LeBron is a grocer,0.862,0.085,0.053,entailment,0.238,Either LeBron or Dylan is a grocer,Dylan is a grocer,0.742,0.094,0.164,entailment,LeBron is a grocer,0.770,0.151,0.079,entailment,0.171,0.045,0.184,0.229
631,Either Katherine or Bai is a sociologist,Katherine is a sociologist,0.546,0.350,0.104,entailment,Bai is a sociologist,0.610,0.290,0.100,entailment,0.128,Either Bai or Katherine is a sociologist,Katherine is a sociologist,0.723,0.186,0.091,entailment,Bai is a sociologist,0.624,0.278,0.099,entailment,0.199,0.353,0.027,0.380
632,Either Dylan or Silas is a receptionist,Dylan is a receptionist,0.864,0.083,0.053,entailment,Silas is a receptionist,0.822,0.107,0.071,entailment,0.084,Either Silas or Dylan is a receptionist,Dylan is a receptionist,0.882,0.068,0.050,entailment,Silas is a receptionist,0.931,0.048,0.022,entailment,0.097,0.036,0.218,0.254
633,Either Heather or Kwame is a broker,Heather is a broker,0.849,0.103,0.048,entailment,Kwame is a broker,0.838,0.125,0.038,entailment,0.043,Either Kwame or Heather is a broker,Heather is a broker,0.888,0.068,0.044,entailment,Kwame is a broker,0.795,0.151,0.054,entailment,0.186,0.079,0.085,0.164
634,Either Jack or Silas is a gambler,Jack is a gambler,0.224,0.714,0.062,neutral,Silas is a gambler,0.442,0.488,0.070,neutral,0.451,Either Silas or Jack is a gambler,Jack is a gambler,0.436,0.496,0.068,neutral,Silas is a gambler,0.529,0.422,0.049,entailment,0.185,0.435,0.173,0.608
635,Either Carly or Tyresse is an auditor,Carly is an auditor,0.785,0.158,0.056,entailment,Tyresse is an auditor,0.771,0.181,0.048,entailment,0.045,Either Tyresse or Carly is an auditor,Carly is an auditor,0.703,0.193,0.105,entailment,Tyresse is an auditor,0.719,0.220,0.060,entailment,0.089,0.165,0.102,0.268
