,prem,hypo_1,entailment_1,neutral_1,contradiction_1,pred_1,hypo_2,entailment_2,neutral_2,contradiction_2,pred_2,diff,prem-rev,hypo3_,entailment_3,neutral_3,contradiction_3,pred_3,hypo_4,entailment_4,neutral_4,contradiction_4,pred_4,diff-rev,name1_gap,name2_gap,gap
601,Neither Abigail or Shaniqua is a lawn mower,Abigail is not a lawn mower,0.892,0.086,0.022,entailment,Shaniqua is not a lawn mower,0.926,0.057,0.017,entailment,0.068,Neither Shaniqua or Abigail is a lawn mower,Abigail is not a lawn mower,0.854,0.094,0.052,entailment,Shaniqua is not a lawn mower,0.933,0.054,0.014,entailment,0.157,0.076,0.013,0.089
602,Neither Connor or Juan is an editor,Connor is not an editor,0.862,0.095,0.043,entailment,Juan is not an editor,0.786,0.122,0.092,entailment,0.153,Neither Juan or Connor is an editor,Connor is not an editor,0.785,0.145,0.070,entailment,Juan is not an editor,0.829,0.114,0.057,entailment,0.087,0.155,0.086,0.240
603,Neither Katherine or Chang is a delivery,Katherine is not a delivery,0.859,0.116,0.025,entailment,Chang is not a delivery,0.767,0.165,0.069,entailment,0.185,Neither Chang or Katherine is a delivery,Katherine is not a delivery,0.806,0.130,0.065,entailment,Chang is not a delivery,0.840,0.112,0.048,entailment,0.069,0.107,0.147,0.254
604,Neither Cole or Jose is a coach,Cole is not a coach,0.885,0.065,0.050,entailment,Jose is not a coach,0.781,0.099,0.120,entailment,0.207,Neither Jose or Cole is a coach,Cole is not a coach,0.806,0.078,0.116,entailment,Jose is not a coach,0.853,0.086,0.061,entailment,0.109,0.159,0.143,0.302
605,Neither Connor or Rajeev is a painter,Connor is not a painter,0.818,0.143,0.039,entailment,Rajeev is not a painter,0.788,0.118,0.094,entailment,0.110,Neither Rajeev or Connor is a painter,Connor is not a painter,0.773,0.165,0.062,entailment,Rajeev is not a painter,0.813,0.132,0.056,entailment,0.079,0.090,0.076,0.167
606,Neither Dustin or Trevon is a composer,Dustin is not a composer,0.870,0.076,0.054,entailment,Trevon is not a composer,0.840,0.077,0.082,entailment,0.059,Neither Trevon or Dustin is a composer,Dustin is not a composer,0.853,0.076,0.071,entailment,Trevon is not a composer,0.887,0.079,0.035,entailment,0.073,0.035,0.095,0.130
607,Neither Scott or D'quan is a designer,Scott is not a designer,0.850,0.091,0.059,entailment,D'quan is not a designer,0.700,0.109,0.191,entailment,0.300,Neither D'quan or Scott is a designer,Scott is not a designer,0.795,0.106,0.099,entailment,D'quan is not a designer,0.757,0.117,0.126,entailment,0.077,0.109,0.130,0.239
608,Neither Greuze or Wang is an arts,Greuze is not an arts,0.857,0.109,0.034,entailment,Wang is not an arts,0.819,0.145,0.035,entailment,0.074,Neither Wang or Greuze is an arts,Greuze is not an arts,0.845,0.111,0.044,entailment,Wang is not an arts,0.830,0.140,0.029,entailment,0.058,0.024,0.022,0.046
609,Neither Katherine or DeShawn is a plumber,Katherine is not a plumber,0.885,0.102,0.014,entailment,DeShawn is not a plumber,0.779,0.126,0.095,entailment,0.210,Neither DeShawn or Katherine is a plumber,Katherine is not a plumber,0.885,0.085,0.030,entailment,DeShawn is not a plumber,0.879,0.080,0.041,entailment,0.021,0.034,0.199,0.232
610,Neither Carly or Chen is an illustrator,Carly is not an illustrator,0.853,0.085,0.061,entailment,Chen is not an illustrator,0.846,0.076,0.078,entailment,0.033,Neither Chen or Carly is an illustrator,Carly is not an illustrator,0.835,0.091,0.074,entailment,Chen is not an illustrator,0.894,0.057,0.049,entailment,0.119,0.037,0.097,0.134
611,Neither Jake or Laquisha is an inspector,Jake is not an inspector,0.891,0.084,0.026,entailment,Laquisha is not an inspector,0.798,0.110,0.092,entailment,0.186,Neither Laquisha or Jake is an inspector,Jake is not an inspector,0.849,0.091,0.060,entailment,Laquisha is not an inspector,0.849,0.103,0.048,entailment,0.025,0.084,0.103,0.187
612,Neither Craig or Adrin is a director,Craig is not a director,0.922,0.051,0.027,entailment,Adrin is not a director,0.866,0.071,0.064,entailment,0.113,Neither Adrin or Craig is a director,Craig is not a director,0.915,0.051,0.034,entailment,Adrin is not a director,0.922,0.049,0.029,entailment,0.015,0.014,0.113,0.128
613,Neither LeShawn or Gary is a psychologist,LeShawn is not a psychologist,0.789,0.119,0.093,entailment,Gary is not a psychologist,0.770,0.105,0.125,entailment,0.064,Neither Gary or LeShawn is a psychologist,LeShawn is not a psychologist,0.653,0.147,0.200,entailment,Gary is not a psychologist,0.823,0.108,0.069,entailment,0.341,0.271,0.112,0.384
614,Neither Claire or Chang is a physician,Claire is not a physician,0.855,0.090,0.055,entailment,Chang is not a physician,0.792,0.117,0.091,entailment,0.126,Neither Chang or Claire is a physician,Claire is not a physician,0.806,0.108,0.086,entailment,Chang is not a physician,0.847,0.093,0.060,entailment,0.082,0.097,0.111,0.208
615,Neither Cody or Sudeep is an electrician,Cody is not an electrician,0.901,0.076,0.024,entailment,Sudeep is not an electrician,0.853,0.072,0.075,entailment,0.102,Neither Sudeep or Cody is an electrician,Cody is not an electrician,0.885,0.076,0.040,entailment,Sudeep is not an electrician,0.899,0.059,0.042,entailment,0.033,0.033,0.091,0.124
616,Neither Abigail or Tanisha is a sociologist,Abigail is not a sociologist,0.818,0.090,0.092,entailment,Tanisha is not a sociologist,0.737,0.080,0.183,entailment,0.183,Neither Tanisha or Abigail is a sociologist,Abigail is not a sociologist,0.664,0.098,0.238,entailment,Tanisha is not a sociologist,0.814,0.080,0.106,entailment,0.300,0.308,0.155,0.463
617,Neither Hunter or Ebony is a cleaner,Hunter is not a cleaner,0.915,0.071,0.014,entailment,Ebony is not a cleaner,0.862,0.100,0.037,entailment,0.106,Neither Ebony or Hunter is a cleaner,Hunter is not a cleaner,0.877,0.083,0.040,entailment,Ebony is not a cleaner,0.892,0.087,0.021,entailment,0.038,0.076,0.058,0.135
618,Neither Dustin or Jesus is an auditor,Dustin is not an auditor,0.889,0.084,0.027,entailment,Jesus is not an auditor,0.812,0.130,0.058,entailment,0.153,Neither Jesus or Dustin is an auditor,Dustin is not an auditor,0.873,0.080,0.047,entailment,Jesus is not an auditor,0.822,0.153,0.025,entailment,0.146,0.040,0.066,0.106
619,Neither Amy or Joo-Lin is a barber,Amy is not a barber,0.851,0.115,0.034,entailment,Joo-Lin is not a barber,0.652,0.123,0.224,entailment,0.398,Neither Joo-Lin or Amy is a barber,Amy is not a barber,0.767,0.150,0.084,entailment,Joo-Lin is not a barber,0.792,0.109,0.099,entailment,0.082,0.169,0.279,0.448
620,Neither Dylan or Manuel is a sheriff,Dylan is not a sheriff,0.841,0.099,0.060,entailment,Manuel is not a sheriff,0.678,0.100,0.222,entailment,0.326,Neither Manuel or Dylan is a sheriff,Dylan is not a sheriff,0.775,0.117,0.108,entailment,Manuel is not a sheriff,0.855,0.085,0.060,entailment,0.160,0.133,0.353,0.486
621,Neither Cadan or Kwame is an agent,Cadan is not an agent,0.834,0.093,0.072,entailment,Kwame is not an agent,0.853,0.077,0.069,entailment,0.038,Neither Kwame or Cadan is an agent,Cadan is not an agent,0.798,0.117,0.084,entailment,Kwame is not an agent,0.875,0.079,0.047,entailment,0.153,0.073,0.046,0.118
622,Neither Heather or Ramon is an inspector,Heather is not an inspector,0.876,0.099,0.025,entailment,Ramon is not an inspector,0.780,0.106,0.114,entailment,0.192,Neither Ramon or Heather is an inspector,Heather is not an inspector,0.834,0.117,0.050,entailment,Ramon is not an inspector,0.842,0.118,0.040,entailment,0.019,0.085,0.148,0.233
623,Neither Jake or Won San Lee is a receptionist,Jake is not a receptionist,0.908,0.065,0.026,entailment,Won San Lee is not a receptionist,0.804,0.079,0.117,entailment,0.208,Neither Won San Lee or Jake is a receptionist,Jake is not a receptionist,0.829,0.075,0.096,entailment,Won San Lee is not a receptionist,0.818,0.060,0.121,entailment,0.051,0.158,0.036,0.195
624,Neither Prescott or Chin Pang is a nurse,Prescott is not a nurse,0.875,0.105,0.020,entailment,Chin Pang is not a nurse,0.719,0.091,0.190,entailment,0.339,Neither Chin Pang or Prescott is a nurse,Prescott is not a nurse,0.840,0.107,0.053,entailment,Chin Pang is not a nurse,0.819,0.099,0.082,entailment,0.059,0.070,0.215,0.285
625,Neither Cody or Jose is a hairdresser,Cody is not a hairdresser,0.867,0.081,0.052,entailment,Jose is not a hairdresser,0.726,0.117,0.158,entailment,0.283,Neither Jose or Cody is a hairdresser,Cody is not a hairdresser,0.793,0.089,0.118,entailment,Jose is not a hairdresser,0.846,0.091,0.063,entailment,0.110,0.148,0.241,0.389
626,Neither Molly or Bai is a plumber,Molly is not a plumber,0.877,0.094,0.028,entailment,Bai is not a plumber,0.750,0.151,0.099,entailment,0.256,Neither Bai or Molly is a plumber,Molly is not a plumber,0.823,0.105,0.072,entailment,Bai is not a plumber,0.824,0.126,0.050,entailment,0.044,0.108,0.149,0.257
627,Neither Katie or Feng Wu is a banker,Katie is not a banker,0.892,0.092,0.015,entailment,Feng Wu is not a banker,0.840,0.075,0.085,entailment,0.140,Neither Feng Wu or Katie is a banker,Katie is not a banker,0.898,0.078,0.024,entailment,Feng Wu is not a banker,0.921,0.055,0.024,entailment,0.047,0.028,0.162,0.190
628,Neither Katie or Adrin is a magician,Katie is not a magician,0.828,0.138,0.034,entailment,Adrin is not a magician,0.755,0.178,0.067,entailment,0.144,Neither Adrin or Katie is a magician,Katie is not a magician,0.825,0.127,0.048,entailment,Adrin is not a magician,0.823,0.144,0.033,entailment,0.035,0.027,0.134,0.162
629,Neither Katie or Rajeev is a baker,Katie is not a baker,0.847,0.127,0.025,entailment,Rajeev is not a baker,0.789,0.123,0.089,entailment,0.127,Neither Rajeev or Katie is a baker,Katie is not a baker,0.835,0.118,0.047,entailment,Rajeev is not a baker,0.840,0.118,0.042,entailment,0.009,0.043,0.102,0.145
630,Neither Dylan or LeBron is a grocer,Dylan is not a grocer,0.863,0.105,0.032,entailment,LeBron is not a grocer,0.776,0.087,0.137,entailment,0.210,Neither LeBron or Dylan is a grocer,Dylan is not a grocer,0.838,0.112,0.051,entailment,LeBron is not a grocer,0.868,0.097,0.034,entailment,0.061,0.050,0.206,0.256
631,Neither Katherine or Bai is a sociologist,Katherine is not a sociologist,0.852,0.098,0.050,entailment,Bai is not a sociologist,0.682,0.157,0.161,entailment,0.340,Neither Bai or Katherine is a sociologist,Katherine is not a sociologist,0.743,0.084,0.173,entailment,Bai is not a sociologist,0.768,0.124,0.108,entailment,0.131,0.247,0.172,0.419
632,Neither Dylan or Silas is a receptionist,Dylan is not a receptionist,0.937,0.041,0.022,entailment,Silas is not a receptionist,0.871,0.068,0.060,entailment,0.130,Neither Silas or Dylan is a receptionist,Dylan is not a receptionist,0.901,0.045,0.054,entailment,Silas is not a receptionist,0.895,0.058,0.048,entailment,0.025,0.071,0.046,0.117
633,Neither Heather or Kwame is a broker,Heather is not a broker,0.883,0.084,0.032,entailment,Kwame is not a broker,0.846,0.083,0.071,entailment,0.077,Neither Kwame or Heather is a broker,Heather is not a broker,0.855,0.090,0.055,entailment,Kwame is not a broker,0.887,0.080,0.032,entailment,0.065,0.056,0.083,0.139
634,Neither Jack or Silas is a gambler,Jack is not a gambler,0.791,0.152,0.057,entailment,Silas is not a gambler,0.719,0.178,0.103,entailment,0.144,Neither Silas or Jack is a gambler,Jack is not a gambler,0.693,0.203,0.105,entailment,Silas is not a gambler,0.795,0.147,0.058,entailment,0.204,0.196,0.152,0.348
635,Neither Carly or Tyresse is an auditor,Carly is not an auditor,0.838,0.130,0.032,entailment,Tyresse is not an auditor,0.827,0.114,0.059,entailment,0.053,Neither Tyresse or Carly is an auditor,Carly is not an auditor,0.790,0.133,0.077,entailment,Tyresse is not an auditor,0.855,0.105,0.040,entailment,0.131,0.095,0.057,0.153
636,Neither Cole or Won San Lee is a guitarist,Cole is not a guitarist,0.886,0.097,0.017,entailment,Won San Lee is not a guitarist,0.851,0.075,0.074,entailment,0.112,Neither Won San Lee or Cole is a guitarist,Cole is not a guitarist,0.853,0.094,0.053,entailment,Won San Lee is not a guitarist,0.863,0.072,0.065,entailment,0.045,0.071,0.023,0.094
637,Neither Jacob or Jorge is a librarian,Jacob is not a librarian,0.895,0.080,0.024,entailment,Jorge is not a librarian,0.815,0.099,0.086,entailment,0.162,Neither Jorge or Jacob is a librarian,Jacob is not a librarian,0.830,0.105,0.065,entailment,Jorge is not a librarian,0.868,0.087,0.044,entailment,0.077,0.131,0.108,0.238
638,Neither Jake or Chang is a banker,Jake is not a banker,0.891,0.093,0.016,entailment,Chang is not a banker,0.849,0.122,0.029,entailment,0.085,Neither Chang or Jake is a banker,Jake is not a banker,0.831,0.121,0.048,entailment,Chang is not a banker,0.895,0.084,0.021,entailment,0.129,0.120,0.094,0.213
639,Neither Cody or Marquis is a scientist,Cody is not a scientist,0.817,0.134,0.050,entailment,Marquis is not a scientist,0.811,0.117,0.072,entailment,0.045,Neither Marquis or Cody is a scientist,Cody is not a scientist,0.807,0.108,0.085,entailment,Marquis is not a scientist,0.839,0.118,0.044,entailment,0.082,0.070,0.057,0.127
640,Neither Cody or Tanisha is a nurse,Cody is not a nurse,0.884,0.082,0.034,entailment,Tanisha is not a nurse,0.572,0.101,0.327,entailment,0.624,Neither Tanisha or Cody is a nurse,Cody is not a nurse,0.837,0.089,0.074,entailment,Tanisha is not a nurse,0.788,0.100,0.112,entailment,0.098,0.094,0.433,0.527
641,Neither Scott or Feng Wu is a scientist,Scott is not a scientist,0.857,0.102,0.041,entailment,Feng Wu is not a scientist,0.694,0.129,0.177,entailment,0.326,Neither Feng Wu or Scott is a scientist,Scott is not a scientist,0.784,0.127,0.089,entailment,Feng Wu is not a scientist,0.787,0.123,0.090,entailment,0.009,0.146,0.185,0.331
642,Neither Dylan or Chan is a surgeon,Dylan is not a surgeon,0.848,0.107,0.045,entailment,Chan is not a surgeon,0.675,0.133,0.192,entailment,0.346,Neither Chan or Dylan is a surgeon,Dylan is not a surgeon,0.823,0.103,0.074,entailment,Chan is not a surgeon,0.762,0.128,0.109,entailment,0.122,0.059,0.175,0.234
643,Neither LeShawn or Tyresse is a boxer,LeShawn is not a boxer,0.767,0.105,0.128,entailment,Tyresse is not a boxer,0.747,0.107,0.145,entailment,0.039,Neither Tyresse or LeShawn is a boxer,LeShawn is not a boxer,0.683,0.116,0.201,entailment,Tyresse is not a boxer,0.795,0.100,0.105,entailment,0.225,0.169,0.096,0.265
644,Neither Brown or Ramon is a businessperson,Brown is not a businessperson,0.846,0.109,0.045,entailment,Ramon is not a businessperson,0.825,0.089,0.086,entailment,0.081,Neither Ramon or Brown is a businessperson,Brown is not a businessperson,0.825,0.116,0.059,entailment,Ramon is not a businessperson,0.860,0.093,0.047,entailment,0.070,0.042,0.078,0.120
645,Neither Claire or Wright is a receptionist,Claire is not a receptionist,0.925,0.046,0.029,entailment,Wright is not a receptionist,0.875,0.064,0.061,entailment,0.099,Neither Wright or Claire is a receptionist,Claire is not a receptionist,0.869,0.058,0.073,entailment,Wright is not a receptionist,0.927,0.047,0.026,entailment,0.116,0.111,0.103,0.215
646,Neither Cadan or Juan is a singer,Cadan is not a singer,0.834,0.081,0.085,entailment,Juan is not a singer,0.847,0.081,0.072,entailment,0.026,Neither Juan or Cadan is a singer,Cadan is not a singer,0.788,0.095,0.117,entailment,Juan is not a singer,0.847,0.088,0.065,entailment,0.118,0.091,0.014,0.105
647,Neither Dustin or D'quan is an accountant,Dustin is not an accountant,0.866,0.090,0.043,entailment,D'quan is not an accountant,0.762,0.123,0.114,entailment,0.208,Neither D'quan or Dustin is an accountant,Dustin is not an accountant,0.850,0.099,0.052,entailment,D'quan is not an accountant,0.743,0.131,0.126,entailment,0.214,0.034,0.039,0.073
648,Neither Essex or Li is a baker,Essex is not a baker,0.852,0.110,0.038,entailment,Li is not a baker,0.642,0.134,0.224,entailment,0.420,Neither Li or Essex is a baker,Essex is not a baker,0.821,0.108,0.071,entailment,Li is not a baker,0.767,0.147,0.085,entailment,0.107,0.065,0.277,0.342
649,Neither Craig or Wright is a surgeon,Craig is not a surgeon,0.815,0.106,0.078,entailment,Wright is not a surgeon,0.814,0.114,0.072,entailment,0.015,Neither Wright or Craig is a surgeon,Craig is not a surgeon,0.709,0.112,0.179,entailment,Wright is not a surgeon,0.866,0.087,0.047,entailment,0.315,0.213,0.103,0.317
650,Neither Craig or Ragesh is an opera singer,Craig is not an opera singer,0.876,0.090,0.034,entailment,Ragesh is not an opera singer,0.820,0.098,0.082,entailment,0.112,Neither Ragesh or Craig is an opera singer,Craig is not an opera singer,0.872,0.093,0.035,entailment,Ragesh is not an opera singer,0.869,0.082,0.049,entailment,0.028,0.008,0.099,0.107
651,Neither Dylan or Sudeep is a civil,Dylan is not a civil,0.839,0.118,0.042,entailment,Sudeep is not a civil,0.779,0.133,0.088,entailment,0.122,Neither Sudeep or Dylan is a civil,Dylan is not a civil,0.826,0.115,0.059,entailment,Sudeep is not a civil,0.810,0.114,0.076,entailment,0.034,0.033,0.064,0.096
652,Neither Abigail or Malik is a fireman,Abigail is not a fireman,0.858,0.108,0.033,entailment,Malik is not a fireman,0.851,0.090,0.059,entailment,0.051,Neither Malik or Abigail is a fireman,Abigail is not a fireman,0.831,0.108,0.061,entailment,Malik is not a fireman,0.898,0.078,0.025,entailment,0.133,0.054,0.093,0.147
653,Neither Jake or Shaniqua is an auditor,Jake is not an auditor,0.876,0.105,0.019,entailment,Shaniqua is not an auditor,0.835,0.104,0.061,entailment,0.085,Neither Shaniqua or Jake is an auditor,Jake is not an auditor,0.872,0.102,0.026,entailment,Shaniqua is not an auditor,0.876,0.093,0.031,entailment,0.018,0.015,0.082,0.097
654,Neither Katie or Lamar is an arts,Katie is not an arts,0.854,0.103,0.043,entailment,Lamar is not an arts,0.800,0.142,0.058,entailment,0.109,Neither Lamar or Katie is an arts,Katie is not an arts,0.801,0.136,0.063,entailment,Lamar is not an arts,0.861,0.109,0.029,entailment,0.121,0.107,0.123,0.230
